,256GB 12GB RAM,Dimensions,Camera,Model Image,Type_1,Build,Battery (old),_1,512GB 12GB,Model Name,Models,Loudspeaker_1,Card slot,Brand,256GB 8GB,Speed,SAR,Quad,Sensors,Video_1,Charging,_2,GPU,Announced,CPU,Positioning,Technology,Loudspeaker,SIM,64GB 4GB RAM,_3,2G bands,3.5mm jack,Video,NFC,Triple,4G bands,Features,Features_1,128GB 6GB RAM,Price,Display,Single_1,Type,256GB 8GB RAM,Chipset,64GB 3GB RAM,WLAN,128GB 8GB RAM,3G bands,Size,Single,Bluetooth,Radio,USB,Protection,Dual,Status,Internal,Performance,OS,Colors,128GB 4GB RAM,Battery (new),5G bands,512GB 12GB RAM,Weight,Infrared port,Resolution
eMMC 5.1,,158.6 x 75.5 x 7.8 mm (6.24 x 2.97 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12-pro.jpg,"3500 mAh, non-removable","Glass front, plastic back, plastic frame",,,,Tecno Camon 12 Pro,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (under display, optical), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2019, September",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"16 MP, PDAF8 MP2 MP, (depth)","1, 2, 3, 4, 5, 7, 8, 20, 28","Quad-LED flash, panorama, HDR","LED flash, HDR",,About 10000 INR,,,AMOLED,,Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.35 inches, 97.4 cm2(~81.3% screen-to-body ratio)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, September",64GB 6GB RAM,,"Android 9.0 (Pie), HIOS 5.5",Dawn Blue,,,,,161 g (5.68 oz),,"720 x 1600 pixels, 20:9 ratio (~276 ppi density)"
eMMC 5.1,,166 x 75.8 x 8.2 mm (6.54 x 2.98 x 0.32 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12.jpg,"4000 mAh, non-removable","Glass front, plastic back, plastic frame",,,,Tecno Camon 12,CC7S,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2019, August",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"16 MP, PDAF8 MP2 MP, (depth)","1, 2, 3, 4, 5, 7, 8, 20, 28","Quad-LED flash, panorama, HDR",HDR,,,,,IPS LCD,,Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 a/b/g/n,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.52 inches, 102.6 cm2(~81.6% screen-to-body ratio)","16 MP, f/1.8, 26mm (wide), 1/3.06"", 1.0µm","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, August",64GB 4GB RAM,,"Android 9.0 (Pie), HIOS 5.5","Dawn Blue, Dark Jade, Sky Cyan",,,,,170.7 g (6.03 oz),,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
"3, 7, 20",,163 x 78.2 x 9.3 mm (6.42 x 3.08 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3-air.jpg,"5000 mAh, non-removable",,,eMMC 5.1,,Tecno Pouvoir 3 Air,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer",1080p@30fps,,,PowerVR GE8320,"2019, August",Quad-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 8, 38, 40, 41",LED flash,LED flash,,,,8 MP,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.0 inches, 92.9 cm2(~72.9% screen-to-body ratio)","8 MP, AF","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, August",16GB 1GB RAM,,"Android 9.0 Pie (Go edition), HIOS 5.0","Champagne Gold, Midnight Black, Aqua Blue",,,,,-,,"480 x 960 pixels, 18:9 ratio (~179 ppi density)"
"1, 3, 5, 8, 38, 40, 41",,159 x 76 x 9.2 mm (6.26 x 2.99 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3-plus.jpg,"6000 mAh, non-removable","Glass front, plastic back, plastic frame",,"3, 7, 20",,Tecno Pouvoir 3 Plus,"LB8, LB8a",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,,eMMC 5.1,PowerVR GE8320,"2019, August",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 7, 8, 20, 28","Dual-LED flash, HDR, panorama","Dual-LED flash, HDR",,,,"13 MP, 1/3.1"", 1.12µm",AMOLED,,Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.35 inches, 99.5 cm2(~82.3% screen-to-body ratio)","32 MP, AF","5.0, A2DP, LE",FM radio,USB Type-C 2.0,,,"Available. Released 2019, August",64GB 6GB RAM,,"Android 9.0 (Pie), HIOS 5.0","Gold, Black, Blue",,,,,-,,720 x 1548 pixels (~269 ppi density)
"1, 3, 5, 8",,157.6 x 76.7 x 8.5 mm (6.20 x 3.02 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3.jpg,"5000 mAh, non-removable",,,"3, 7, 20",,Tecno Pouvoir 3,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,eMMC 5.1,PowerVR GE8100,"2019, June",Quad-core 1.3 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 7, 20, 28","Dual-LED flash, HDR, panorama","LED flash, HDR",,,,"13 MP, f/2.0",IPS LCD,,Mediatek MT6739WA (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.2 inches, 96.7 cm2(~80.0% screen-to-body ratio)","13 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,,"Available. Released 2019, June",32GB 2GB RAM,,"Android 8.1 (Oreo), HIOS 4.1","Gold, Black, Blue",,,,,168 g (5.93 oz),,720 x 1500 pixels (~268 ppi density)
eMMC 5.1,,155.3 x 75.8 x 8.2 mm (6.11 x 2.98 x 0.32 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-3.jpg,"Li-Ion 3500 mAh, non-removable","Glass front, plastic back, plastic frame",,,,Tecno Spark 3,,,microSD,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2019, April",Quad-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA,Yes,Nano-SIM + Nano-SIM,,,GSM 900 / 1800,Yes,1080p@30fps,No,,,Dual-LED flash,LED flash,,,,8 MP,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.2 inches, 96.7 cm2(~82.2% screen-to-body ratio)","13 MP, AF","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, April",16GB 2GB RAM,,"Android 9.0 (Pie), HIOS 5.0","Midnight Black, Champagne Gold, Aqua Blue, Bordeaux Red",,,,,-,,720 x 1500 pixels (~268 ppi density)
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,154.3 x 75.5 x 7.9 mm (6.07 x 2.97 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark3-pro-.jpg,"Li-Ion 3500 mAh, non-removable",,,"1, 2, 3, 4, 5, 7, 8, 20, 28",,Tecno Spark 3 Pro,,,microSD,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,"3, 7, 20",PowerVR GE8320,"2019, April",Quad-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,eMMC 5.1,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 8, 38, 40, 41",Dual-LED flash,LED flash,,,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.2 inches, 96.7 cm2(~83.0% screen-to-body ratio)",8 MP,"5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,"13 MP, AF2 MP","Available. Released 2019, April",32GB 2GB RAM,,Android 9.0 (Pie),"Midnight Black, Champagne Gold, Nebula Black",,,,,-,,720 x 1500 pixels (~268 ppi density)
eMMC 5.1,,156.1 x 75 x 9.2 mm (6.15 x 2.95 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go.jpg,"Li-Ion 3000 mAh, removable",,,,,Tecno Spark Go,KC1,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,PowerVR GE8320,"2019, August",Quad-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 8, 38, 40, 41","Dual-LED flash, HDR, panorama",LED flash,,,,"5 MP, f/2.2",IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.1 inches, 91.3 cm2(~78.0% screen-to-body ratio)","8 MP, f/2.0, AF","5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2019, August","16GB 1GB RAM, 16GB 2GB RAM",,"Android 9.0 (Pie), HIOS 5.0","Nebula Black, Royal Purple",,,,,174 g (6.14 oz),,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)"
,,149.8 x 72.8 x 9.4 mm (5.90 x 2.87 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-2f.jpg,"Li-Ion 2400 mAh, removable",,,,,Tecno Pop 2 F,B1c,,microSD,Tecno,,HSPA,,,"Fingerprint (rear-mounted), accelerometer",1080p@30fps,,,Mali-400MP2,"2019, May",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 900 / 1800,Yes,1080p@30fps,No,,,"Dual-LED flash, HDR",LED flash,,,,"8 MP, f/2.0",IPS LCD,,Mediatek MT6580M,,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.45 inches, 76.7 cm2(~70.3% screen-to-body ratio)",5 MP,"4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, May",16GB 1GB RAM,,Android 8.1 Oreo (Go edition),"Midnight Black, Champagne Gold, City Blue",,,,,155 g (5.47 oz),,"480 x 960 pixels, 18:9 ratio (~197 ppi density)"
,,161.7 x 78.9 x 9.6 mm (6.37 x 3.11 x 0.38 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop2plus.jpg,"5000 mAh, non-removable","Glass front, plastic back, plastic frame",,,,Tecno Pop 2 Plus,"BA2, RB8S",,microSD,Tecno,,HSPA,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,,,Mali-400MP2,"2019, May",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Dual SIM (Micro-SIM, dual stand-by)",,,GSM 900 / 1800,Yes,1080p@30fps,No,,,"Dual-LED flash, HDR",LED flash,,,,"8 MP, f/2.0",IPS LCD,,Mediatek MT6580P,,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"6.0 inches, 92.9 cm2(~72.8% screen-to-body ratio)",5 MP,"4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, May",16GB 1GB RAM,,Android 8.1 Oreo (Go edition),"Midnight Black, Champagne Gold, Nebula Black",,,,,205 g (7.23 oz),,"480 x 960 pixels, 18:9 ratio (~179 ppi density)"
eMMC 5.1,,158.5 x 75.3 x 7.9 mm (6.24 x 2.96 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-phantom-9.jpg,"Li-Ion 3500 mAh, non-removable","Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,Tecno Phantom 9,AB7,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",1080p@30fps,,,PowerVR GE8320,"2019, July",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"16 MP, f/1.8, PDAF8 MP, f/2.4, 13mm (ultrawide)2 MP, f/2.8, (depth)","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","LED flash, HDR, panorama",HDR,,About 15000 INR,,,AMOLED,,Mediatek MT6765 Helio P35 (12 nm),,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.39 inches, 100.2 cm2(~84.0% screen-to-body ratio)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",Corning Gorilla Glass 3,,"Available. Released 2019, July",128GB 6GB RAM,,Android 9.0 (Pie),Lapland Aurora,,,,,164.4 g (5.78 oz),,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)"
eMMC 5.1,,148.3 x 71.9 x 8.5 mm (5.84 x 2.83 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2x.jpg,"3050 mAh, non-removable",,,,,Tecno Camon iACE2X,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,PowerVR GE8320,"2019, February",Quad-core 2.0 GHz Cortex-A53,"GPS, GLONASS, BDS",GSM / HSPA,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1,3,5,40","Dual-LED, HDR, panorama",LED flash,,About 7600 INR,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.5 inches, 78.1 cm2(~73.2% screen-to-body ratio)","8 MP, f/2.0","5.0, A2DP, LE",FM radio,microUSB 2.0,,"13 MP, f/1.8, AF0.3 MP, (depth)","Available. Released 2019, February",32GB 3GB RAM,,"Android 8.1 (Oreo), HIOS 4.1","Champagne Gold, Midnight Black, Nebula Black",,,,,150 g (5.29 oz),,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)"
eMMC 5.1,,156.9 x 75.8 x 8 mm (6.18 x 2.98 x 0.31 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-i4.jpg,3500 mAh,,,,,Tecno Camon i4,,,microSDXC (dedicated slot),Tecno,,"HSPA, LTE",,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,,,PowerVR GE8320,"2019, April 03",Quad-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"13 MP, f/1.8, AF8 MP2 MP",LTE,"Quad-LED flash, HDR",,,About 150 EUR,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"6.2 inches, 95.9 cm2(~80.7% screen-to-body ratio)",16 MP,"5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, April 03","32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",,Android 9.0 (Pie),"Aqua Blue, Champagne Gold, Midnight Black, Nebula Black",,,,,140 g (4.94 oz),,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)"
eMMC 5.1,,148.3 x 71.9 x 8.5 mm (5.84 x 2.83 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2.jpg,"3050 mAh, non-removable",,,,,Tecno Camon iACE2,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Аccelerometer, proximity",,,,PowerVR GE8320,"2019, February",Quad-core 2.0 GHz Cortex-A53,"GPS, GLONASS, BDS",GSM / HSPA,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1,3,5,40","Dual-LED, HDR, panorama",LED flash,,About 6700 INR,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.5 inches, 78.1 cm2(~73.2% screen-to-body ratio)","8 MP, f/2.0","5.0, A2DP, LE",FM radio,microUSB 2.0,,"13 MP, f/1.8, AF0.3 MP, (depth)","Available. Released 2019, February",32GB 2GB RAM,,"Android 8.1 (Oreo), HIOS 4.1","Champagne Gold, Midnight Black, City Blue",,,,,150 g (5.29 oz),,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)"
eMMC 5.1,,156.5 x 76 x 5.6 mm (6.16 x 2.99 x 0.22 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon11-pro.jpg,"Li-Ion 3750 mAh, non-removable",,,,,Tecno Camon 11 Pro,CF8,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Infrared Face ID, fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,,,PowerVR GE8320,"2018, September",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","Quad-LED dual-tone flash, HDR, panorama","LED flash, HDR",,,,,IPS LCD,,Mediatek MT6762 Helio P22 (12 nm),,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct (Africa)Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct (other markets)",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.2 inches, 96.7 cm2(~81.3% screen-to-body ratio)","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","5.0, A2DP, LE",FM radio,microUSB 2.0,NEG,"16 MP, f/1.8, 25mm (wide), AF5 MP, f/2.4, (depth)","Available. Released 2018, November",64GB 6GB RAM,,Android 8.1 (Oreo),Nebula black,,,,,155 g (5.47 oz),,720 x 1500 pixels (~268 ppi density)
"1, 3, 5, 8, 38, 40, 41",,156.5 x 76 x 5.6 mm (6.16 x 2.99 x 0.22 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon11.jpg,"Li-Ion 3750 mAh, non-removable",,,"3, 7, 20, 28",,Tecno Camon 11,"CF7, CF7k",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Infrared Face ID, fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,,"3, 7, 20",PowerVR GE8320PowerVR GE8100,"2018, September",Quad-core 2.0 GHz Cortex-A53Quad-core 1.5 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,eMMC 5.1,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28","Quad-LED dual-tone flash, HDR, panorama","LED flash, HDR",,,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm)Mediatek MT6739 (28 nm),,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct (Africa)Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct (other markets)",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.2 inches, 96.7 cm2(~81.3% screen-to-body ratio)","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG,"13 MP, f/1.8, AF2 MP, (depth)","Available. Released 2018, November","32GB 3GB RAM, 64GB 4GB RAM",,Android 8.1 (Oreo),"Bordeaux Red, Aqua Blue, Midnight Black",,,,,150 g (5.29 oz),,720 x 1500 pixels (~268 ppi density)
eMMC 5.1,,148.1 x 71.6 x 8.6 mm (5.83 x 2.82 x 0.34 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1s.jpg,"Li-Ion 3000 mAh, non-removable",,,,,Tecno Pop 1s,,,microSDHC,Tecno,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8100,"2018, July",Quad-core 1.3 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Dual SIM,,,GSM 900 / 1800,Yes,1080p@30fps,No,,"1, 3, 7, 20, 28","LED flash, HDR","Dual-LED flash, HDR",,,,5 MP,TFT,,Mediatek MT6739WA (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"5.5 inches, 78.1 cm2(~73.6% screen-to-body ratio)","8 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,NEG T2X,,"Available. Released 2018, July","16GB 1GB RAM, 16GB 2GB RAM",,Android 8.1 Oreo (Go edition),"Champagne Gold, Midnight Black, City Blue",,,,,140 g (4.94 oz),,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)"
,,151.5 x 71.9 x 8.5 mm (5.96 x 2.83 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1-pro.jpg,"Li-Ion 2400 mAh, non-removable",,,,,Tecno Pop 1 Pro,,,microSDHC,Tecno,,HSPA 21.1/5.76 Mbps,,,Accelerometer,1080p@30fps,,,Mali-400MP2,"2018, June",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,Dual SIM,,,GSM 900 / 1800,Yes,1080p@30fps,No,,,"Dual-LED dual-tone flash, HDR",HDR,,,,5 MP,TFT,,Mediatek MT6580W (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.45 inches, 76.7 cm2(~70.4% screen-to-body ratio)","13 MP, AF","4.0, A2DP, LE",FM radio,microUSB 2.0,NEG T2X,,"Available. Released 2018, June",16GB 1GB RAM,,Android 7.0 (Nougat),"Champagn Gold, Midnight Black, Bordeaux Red, Jewel Blue",,,,,140 g (4.94 oz),,"480 x 960 pixels, 18:9 ratio (~197 ppi density)"
,,151.5 x 71.9 x 8.5 mm (5.96 x 2.83 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1.jpg,"Li-Ion 2400 mAh, non-removable",,,,,Tecno Pop 1,F3,,microSDHC,Tecno,,HSPA 21.1/5.76 Mbps,,,Accelerometer,1080p@30fps,,,Mali-400MP2,"2018, March",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,Dual SIM,,,GSM 900 / 1800,Yes,1080p@30fps,No,,,"Dual-LED dual-tone flash, HDR",HDR,,,,5 MP,TFT,,Mediatek MT6580W (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.45 inches, 76.7 cm2(~70.4% screen-to-body ratio)","5 MP, AF","4.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2018, March",8GB 1GB RAM,,Android 7.0 (Nougat),"Champagn Gold, Midnight Black, Bordeaux Red, Jewel Blue",,,,,140 g (4.94 oz),,"480 x 960 pixels, 18:9 ratio (~197 ppi density)"
eMMC 5.1,,143.8 x 74 x 9.6 mm (5.66 x 2.91 x 0.38 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-f2-lte.jpg,Li-Ion 2400 mAh battery,,,,,Tecno F2 LTE,,,microSDHC,Tecno,,cat,,,"Fingerprint (rear-mounted), accelerometer",,,,PowerVR GE8100,"2018, May",Quad-core 1.3 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"3, 7, 20","Dual-LED flash, HDR",LED flash,,,,5 MP,TFT,,Mediatek MT6739WA (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"5.0 inches, 68.9 cm2(~64.7% screen-to-body ratio)",5 MP,"4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2018, May",8GB 1GB RAM,,Android 8.1 Oreo (Go edition),"Champagne Gold, Midnight Black, City Blue",,,,,168.5 g (5.96 oz),,"480 x 854 pixels, 16:9 ratio (~196 ppi density)"
,,145 x 74.2 x 9.7 mm (5.71 x 2.92 x 0.38 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-f2.jpg,Li-Ion 2000 mAh battery,,,,,Tecno F2,F2,,microSDHC,Tecno,,HSPA 21.1/5.76 Mbps,,,Accelerometer,,,,Mali-400MP2,"2018, March",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,,"Dual-LED flash, HDR",LED flash,,,,2 MP,TFT,,Mediatek MT6580M (28 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 2100,"5.0 inches, 68.9 cm2(~64.0% screen-to-body ratio)",5 MP,4.0,FM radio,microUSB 2.0,,,"Available. Released 2018, March",8GB 1GB RAM,,Android 7.0 (Nougat),"Champagne Gold, Ice Blue, Phantom Red",,,,,152.4 g (5.36 oz),,"480 x 854 pixels, 16:9 ratio (~196 ppi density)"
