,_5,Penta,Triple,256GB 8GB RAM,Alarm,SIM,Stand-by_1,NFC,Dual,Browser,Camera,Build,Bluetooth,Radio,Protection,64GB 4GB RAM,Features_1,Colors,Quad,Features,Games,128GB 6GB RAM,Talk time,GPU,128GB 4GB RAM,Audio quality,Loudspeaker,64GB 3GB RAM,128MB 48MB RAM,Model Name,Dimensions,Messaging,4G bands,3G bands,Resolution,CPU,Battery (old),USB,Technology,Weight,OS,5G bands,4MB,Display,Alert types,Model Image,Performance,Models,_2,Chipset,Status,Java,Call records,Type,32GB 3GB RAM,_6,Internal,Speed,_4,SAR EU,_1,Price,Stand-by,Card slot,Video,Clock,SAR,Type_1,Announced,Brand,Phonebook,Talk time_1,Charging,WLAN,EDGE,_3,Keyboard,4GB 512MB RAM,Languages,GPRS,3.5mm jack,Single_1,Positioning,Single,Size,Music play,128MB 64MB RAM,Infrared port,Loudspeaker_1,Sensors,2G bands,Video_1
GSM 850 / 1800 / 1900 - US version,,,,,,Mini-SIM,,,,WAP/xHTML,,,"2.0, A2DP",FM radio,,,,"Black, Red",,,3 + downloadable,,Up to 4 h,,,,Yes,,,Nokia 6103,85 x 45 x 24 mm (3.35 x 1.77 x 0.94 in),"SMS, MMS, Email, Instant Messaging",,,128 x 160 pixels (~114 ppi density),,,Pop-Port,GSM,97 g (3.42 oz),,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6103.gif,,,No,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 65k colors",,,4.2MB,,,0.74 W/kg (head),Second external display 4096 colors (96 x 65 pixels)5-way navi keyDownloadable themes,About 100 EUR,Up to 350 h,No,Yes,,0.64 W/kg (head)     0.50 W/kg (body),Removable Li-Ion 820 mAh battery,"2006, Q1",Nokia,"500 x 10 fields, Photo call",,,No,Class 6,Push to TalkSyncMLPredictive text inputPresence enhanced contactsOrganizerVoice dial/memo,,,Major European and Asia-Pacific languages,Class 10,No,,No,VGA,"1.8 inches, 28 x 35 mm, 10.2 cm2(~26.7% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"5-way navigation keyDownloadable wallpapers, screensavers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,"2.0, A2DP",Stereo FM radio,,,,Black,,,"Nokia World Cup, 3D Street Racer, 3D Snake   + Downloadable",,Up to 4 h (2G) / 3 h 6 min (3G),,,,"Yes, with stereo speakers",,,Nokia 6233,"108 x 46 x 18 mm, 81 cc (4.25 x 1.81 x 0.71 in)","SMS, MMS, EMail, Instant Messaging",,UMTS 2100,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,Pop-Port,GSM / UMTS,110 g (3.88 oz),,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6233.gif,,,Push to talkMP3/AAC/M4A stereo player3GPP/MP4 playerPredictive text inputOrganizerVoice memoVoice command,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 256K colors",,,6MB,"Yes, 384 kbps",,0.80 W/kg (head),No,About 150 EUR,Up to 340 h,"microSD (dedicated slot), 64 MB included",480p,,0.61 W/kg (head)     0.34 W/kg (body),Removable Li-Po 1100 mAh battery (BP-6M),"2005, Q4",Nokia,"500 x 16 fields, Photocall",,,No,,,,,,,No,,No,2 MP,"2.0 inches, 30 x 40 mm, 12.4 cm2(~24.9% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"5-way navigation keyDownloadable wallpapers, screensavers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,"2.0, A2DP",Stereo FM radio,,,,Silver,,,"Nokia World Cup, 3D Street Racer, 3D Snake   + Downloadable",,Up to 4 h,,,,"Yes, with stereo speakers",,,Nokia 6234,"108 x 46 x 18 mm, 81 cc (4.25 x 1.81 x 0.71 in)","SMS, MMS, EMail, Instant Messaging",,UMTS 2100,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,Pop-Port,GSM / UMTS,110 g (3.88 oz),,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6234.gif,,,Push to talkMP3/AAC/M4A stereo player3GPP/MP4 playerPredictive text inputOrganizerVoice memoVoice command,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 256K colors",,,6MB,"Yes, 384 kbps",,1.31 W/kg (head),No,About 140 EUR,Up to 340 h,"microSD (dedicated slot), 64 MB included",480p,,1.29 W/kg (head)     0.36 W/kg (body),Removable Li-Ion (BP-6M-S),"2005, Q4",Nokia,"500 x 16 fields, Photocall",,,No,,,,,,,No,,No,2 MP,"2.0 inches, 12.4 cm2(~24.9% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"4-way navi keyDownloadable screensavers,wallpapers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,"2.0, A2DP",Stereo FM radio,,,,Black,,,3D snake + downloadable,,Up to 5 h,,,,Yes,,,Nokia 6282,"99.9 x 46 x 21 mm, 91 cc (3.93 x 1.81 x 0.83 in)","SMS, MMS, EMail, Instant Messaging",,UMTS 1900,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,Pop-Port,GSM / UMTS,115 g (4.06 oz),,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6282.gif,,,Push to TalkMusic playerPredictive text inputOrganizerVoice dial/memoSyncML,,Discontinued,"Yes, MIDP 2.0",Yes,"TFT, 256K colors",,,10MB,"Yes, 384 kbps",,0.52 W/kg (head),No,About 110 EUR,Up to 200 h,miniSD,Yes,,0.96 W/kg (head)     1.08 W/kg (body),Removable Li-Ion 970 mAh battery (BP-6M),"2005, Q4",Nokia,"Advanced, Photocall",,,No,,,,,,,No,,No,1 MP,"2.2 inches, 35 x 45 mm, 15.0 cm2(~32.6% screen-to-body ratio)",,,Yes,,,GSM 850 / 1800 / 1900,
Second LCD (128 x 128 pixels) with 65K color5-way navigation key,,,,,,Mini-SIM,,,,"WAP/xHTML, HTML (Opera)",,,1.2,No,,,,Silver,,,,,Up to 8 h,,,,Yes,,,Nokia 9300i,"132 x 51 x 21 mm, 126 cc (5.20 x 2.01 x 0.83 in)",,,,640 x 200 pixels (~168 ppi density),150 MHz ARM925T,,Pop-Port,GSM,172 g (6.07 oz),"Symbian 7.0s, Series 80 v2.0 UI",,,,"Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-9300i.gif,,,"Music player MP3, MP4(AAC), RA, MIDIDocument viewer (Word, Excel, PowerPoint, PDF)Organizer",TI OMAP 1510,Discontinued,,,"TFT, 65K colors",,,80MB,,,0.29 W/kg (head),No,About 250 EUR,Up to 230 h,"MMC, up to 2 GB",,,0.21 W/kg (head)     0.58 W/kg (body),Removable Li-Po 1100 mAh battery (BP-6M),"2005, November",Nokia,,,,Wi-Fi 802.11g,Class 10,,QWERTY,,,Class 10,No,,No,,"4.0 inches, 98 x 30 mm, 29.4 cm2(~43.7% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"Second external display 65K colors, (128x36 pixels), 1 inch",,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,Yes,FM radio,,,,,,LED flash,,,Up to 6 h,,,,No,,,Nokia N92,"107.4 x 58.2 x 24.8 mm, 136 cc (4.23 x 2.29 x 0.98 in)",,,UMTS 2100,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",268 MHz Dual ARM 9,,2.0,GSM / UMTS,191 g (6.74 oz),"Symbian, Series 60 UI",,,,"Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-n92.gif,,,"WMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerDocument viewer (Word, Excel, PowerPoint, PDF)OrganizerVoice recorderVoice memo",,Discontinued,,,"TFT, 16M colors",,,40MB 64MB RAM,"Yes, 384 kbps",,0.92 W/kg (head),CIF videocall camera,About 420 EUR,Up to 216 h,"miniSD, up to 2 GB",CIF,,0.24 W/kg (head)     0.60 W/kg (body),Removable Li-Po 1500 mAh battery,"2005, Q4",Nokia,,,,Wi-Fi 802.11b/g,,,,,,,No,,No,2 MP,"2.8 inches, 42 x 57 mm, 24.3 cm2(~38.8% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
UMTS 1900 - American version,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,1.2,Stereo FM radio,,,,"Silver, Black",,LED flash,,,Up to 3 h,,,,Yes,,,Nokia N80,"95 x 50 x 26 mm, 97 cc (3.74 x 1.97 x 1.02 in)",,,UMTS 2100,352 x 416 pixels (~259 ppi density),220 MHz Dual ARM 9,,Pop-Port 2.0,GSM / UMTS,134 g (4.73 oz),"Symbian, Series 60 UI",,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-n80.gif,,,,,Discontinued,,,"TFT, 256K colors",,,40MB 64MB RAM,"Yes, 384 kbps",,0.68 W/kg (head),Push to TalkMono MP3 playerPredictive text inputOrganizerVoice dial/memo,About 240 EUR,Up to 192 h,"miniSD, up to 2 GB, 128 MB included",CIF,,0.86 W/kg (head)     1.05 W/kg (body),Removable Li-Ion 820 mAh battery (BL-5B),"2005, Q4. Released 2006,  April",Nokia,,,,Wi-Fi 802.11g,,,,,,,No,VGA videocall camera,No,3.15 MP,"2.1 inches, 35 x 41 mm, 14.0 cm2(~29.5% screen-to-body ratio)",,,Yes,,,GSM 850 / 900 / 1800 / 1900,
"Second external display 65K colors, (96x68 pixels)Downloadable themes",,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,1.2,FM radio,,,,,,LED flash,,,Up to 4 h,,,,Yes,,,Nokia N71,"98.6 x 51.2 x 25.8 mm, 103 cc (3.88 x 2.02 x 1.02 in)",,,UMTS 2100,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",220 MHz Dual ARM 9,,Pop-Port,GSM / UMTS,139 g (4.90 oz),"Symbian, Series 60 UI",,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-n71.gif,,,,,Discontinued,,,"TFT, 256K colors",,,10MB,"Yes, 384 kbps",,0.41 W/kg (head),SyncMLOrganizerVoice commandVoice memo,About 270 EUR,Up to 220 h,"microSD (dedicated slot), 128 MB included",CIF,,0.42 W/kg (head)     0.36 W/kg (body),Removable Li-Ion 970 mAh battery (BL-5C),"2005, Q4",Nokia,,,,No,,,,,,,No,VGA videocall camera,No,2 MP,"2.4 inches, 36 x 49 mm, 17.8 cm2(~35.3% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
Mirror surface,,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,2.0,Stereo FM radio,,,,"White, Amber",,LED flash,No,,Up to 3 h,,,,Yes,,,Nokia 7380,"114 x 30 x 20 mm, 63 cc (4.49 x 1.18 x 0.79 in)","SMS, MMS",,,"104 x 208 pixels, 18:9 ratio",,,Pop-Port,GSM,80 g (2.82 oz),,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-7380.gif,,,Voice memo/dialPredictive text inputOrganizerPresence enhanced contacts,,Discontinued,No,"10 dialed, 10 received, 10 missed calls","TFT, 65K colors",,,52MB,,,0.65 W/kg (head),No,About 260 EUR,Up to 240 h,No,QCIF,,0.44 W/kg (head)     0.62 W/kg (body),Removable Li-Ion 700 mAh battery (BL-8N),"2005, October",Nokia,"1000 x 10 fields, Photo call",,,No,Class 8,,,,,Class 10,No,,No,2 MP,,,,,,,GSM 900 / 1800 / 1900,
"180-degree rotator designDownloadable themes, wallpapers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,2.0,Stereo FM radio,,,,"Coffee brown, Warm amber",,,Phantom Spider Evolution,,Up to 3 h,,,,"Yes, with stereo speakers",,,Nokia 7370,"88 x 43 x 23 mm, 73 cc (3.46 x 1.69 x 0.91 in)","SMS, MMS, Email",,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,Pop-Port,GSM,104 g (3.67 oz),,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-7370.gif,,,"Push-to-talk serviceMono MP3 playerDocument viewer (Word, Excel, PowerPoint, PDF)Voice commandsVoice memoPresence enhanced contacts",,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 256K colors",,,10MB,,,0.66 W/kg (head),No,About 150 EUR,Up to 220 h,No,QCIF,,0.62 W/kg (head)     0.86 W/kg (body),Removable Li-Ion 700 mAh battery (BL-4B),"2005, October",Nokia,"1000 x 23 fields, Photo call",,,No,Class 10,,,,,Class 10,No,,No,1.3 MP,"2.0 inches, 30 x 40 mm, 12.4 cm2(~32.7% screen-to-body ratio)",,,,,,GSM 900 / 1800 / 1900,
"Downloadable themes, wallpapers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,No,Stereo FM radio,,,,"Coffee brown, Warm amber, Black chrome, Poeder Pink",,,Yes + downloadable,,Up to 4 h,,,,Yes,,,Nokia 7360,"105 x 45 x 18 mm, 72 cc (4.13 x 1.77 x 0.71 in)","SMS, MMS, Email",,,128 x 160 pixels (~108 ppi density),,,Pop-Port,GSM,92 g (3.25 oz),,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-7360.gif,,,MP3/MP4 playerPredictive text inputOrganizerVoice memoRemote control for IR,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 65K colors",,,4MB,,,0.60 W/kg (head),No,About 120 EUR,Up to 330 h,No,Yes,,0.65 W/kg (head)     0.48 W/kg (body),Removable Li-Ion 760 mAh battery (BL-5B),"2005, October",Nokia,"1000 x 10 fields, Photo call",,,No,Class 6,,,,,Class 10,No,,No,VGA,"1.9 inches, 11.4 cm2(~24.0% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
GSM 850 / 1800 / 1900 - US version,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,1.2,No,,,,"Silver, Black",,,,,Up to 7 h 20 min,,,,Yes,,,Nokia E70,"117 x 53 x 22 mm, 102 cc (4.61 x 2.09 x 0.87 in)",,,UMTS 2100 - European version only,352 x 416 pixels (~259 ppi density),220 MHz Dual ARM 9,,Pop-Port,GSM / UMTS,127 g (4.48 oz),"Symbian OS 9.1, S60 3rd edition",,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-e70.gif,,,No,,Discontinued,,,"TFT, 16M colors",,,64MB 64MB RAM,"Yes, 384 kbps",,0.90 W/kg (head),Five-way scroll key,About 230 EUR,Up to 220 h,"miniSD, 64 MB included",CIF,,1.46 W/kg (head)     0.81 W/kg (body),Removable Li-Ion 1150 mAh battery (BL-6C),"2005, October",Nokia,,,,"Wi-Fi 802.11 i/e/g, VoIP over WLAN",,"Push to talkWMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerDocument viewer (Word, Excel, PowerPoint, PDF)Blackberry connectivityPredictive text inputVoice command/memoOrganizerPrinting",QWERTY,,,,No,,No,2 MP,"2.1 inches, 35 x 41 mm, 14.0 cm2(~22.6% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900 - European version,
Five-way scroll key,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,2.0,No,,,,Silver,,,,,Up to 6 h,,,,Yes,,,Nokia E62,"117 x 69.7 x 14 mm, 108 cc (4.61 x 2.74 x 0.55 in)",,,,"320 x 240 pixels, 4:3 ratio (~138 ppi density)",235 MHz ARM 9,,miniUSB,GSM,144 g (5.08 oz),"Symbian OS 9.1, Series 60 UI",,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-e62.gif,,,"WMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerDocument viewer (Word, Excel, PowerPoint, PDF)Predictive text inputVoice command/memoOrganizerPrinting",,Discontinued,,,"TFT, 16M colors",,,80MB 32MB RAM,,,0.51 W/kg (head),No,About 200 EUR,Up to 330 h,miniSD,,,0.95 W/kg (head)     0.81 W/kg (body),Removable Li-Po 1500 mAh battery (BP-5L),"2006, September",Nokia,,,,No,Class 10,,QWERTY,,,Class 11,No,,No,,"2.9 inches, 58 x 45 mm, 26.0 cm2(~31.9% screen-to-body ratio)",,,Yes,,,GSM 850 / 900 / 1800 / 1900,
Five-way scroll key,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,1.2,No,,,,Silver,,,,,Up to 7 h,,,,Yes,,,Nokia E61,"117 x 69.7 x 14 mm, 108 cc (4.61 x 2.74 x 0.55 in)",,,UMTS 2100,"320 x 240 pixels, 4:3 ratio (~138 ppi density)",220 MHz Dual ARM 9,,Pop-Port,GSM / UMTS,144 g (5.08 oz),"Symbian OS 9.1, Series 60 UI",,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-e61.gif,,,"WMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerDocument viewer (Word, Excel, PowerPoint, PDF)Blackberry connectivityVoice command/memoOrganizerPrinting",,Discontinued,,,"TFT, 16M colors",,,64MB 64MB RAM,"Yes, 384 kbps",,0.79 W/kg (head),No,About 230 EUR,Up to 260 h,"miniSD, 64 MB included",,,1.14 W/kg (head)     1.13 W/kg (body),Removable Li-Po 1500 mAh battery (BP-5L),"2005, October",Nokia,,,,"Wi-Fi 802.11i/e/g, VoIP over WLAN",,,QWERTY,,,,No,,No,,"2.9 inches, 58 x 45 mm, 26.0 cm2(~31.9% screen-to-body ratio)",,,Yes,,,GSM 850 / 900 / 1800 / 1900,
Five-way scroll keyDownloadable themes,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,1.2,No,,,,Silver,,,,,Up to 6 h 40 min,,,,Yes,,,Nokia E60,"115 x 49 x 17 mm, 96 cc (4.53 x 1.93 x 0.67 in)",,,UMTS 2100,352 x 416 pixels (~259 ppi density),220 MHz Dual ARM 9,,Pop-Port,GSM / UMTS,117 g (4.13 oz),"Symbian OS 9.1, Series 60 UI",,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-e60.gif,,,Talking ringtone,,Discontinued,,,"TFT, 16M colors",,,64MB 64MB RAM,"Yes, 384 kbps",,0.68 W/kg (head),No,About 190 EUR,Up to 290 h,RS-DV-MMC,,,1.19 W/kg (head)     1.14 W/kg (body),Removable Li-Ion 970 mAh battery (BL-5C),"2005, October",Nokia,,,,"Wi-Fi 802.11i/e/g, VoIP over WLAN",,"Push to talkWMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerDocument viewer (Word, Excel, PowerPoint, PDF)Blackberry connectivityPredictive text inputVoice command/memoOrganizerPrinting",,,,,No,,No,,"2.1 inches, 35 x 41 mm, 14.0 cm2(~24.9% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"Downloadable screensavers,wallpapers",,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,Yes,Stereo FM radio,,,,"Black, Green, Pink, Silver",,,,,Up to 3 h,,,,Yes,,,Nokia 3250,103.8 x 50 x 19.8 mm (4.09 x 1.97 x 0.78 in),,,,176 x 208 pixels (~130 ppi density),235 MHz ARM 9,,Pop-Port,GSM,130 g (4.59 oz),"Symbian 9.1, Series 60 rel. 3.0",,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-3250.gif,,,Predictive text input (iTAP)Bio-rhythmStopwatchCalculatorVoice memo,,Discontinued,,,"TFT, 256K colors",,,10MB 64MB RAM,,,0.64 W/kg (head),No,About 160 EUR,Up to 245 h,microSD (dedicated slot),QCIF,,0.88 W/kg (head)     0.44 W/kg (body),Removable Li-Ion 1100 mAh battery (BP-6M),"2005, September",Nokia,,,,No,Class 10,,,,,Class 10,Yes,,No,2 MP,"2.1 inches, 35 x 41 mm, 14.0 cm2(~27.0% screen-to-body ratio)",,,,,,GSM 900 / 1800 / 1900,
WallpapersDownloadable pictures,,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,1.1,No,,,,Grey,,,,,Up to 6 h,,,,Yes,,,Nokia 6708,118 x 52 x 18 mm (4.65 x 2.05 x 0.71 in),,,,"208 x 320 pixels, 3:2 ratio (~141 ppi density)",144 MHz ARM925T,,Proprietary,GSM,150 g (5.29 oz),"Symbian 7.0, UIQ v2.1 UI",,,,Vibration; Downloadable polyphonic ringtones,https://fdn2.gsmarena.com/vv/bigpic/nokia-6708.gif,,,MP3/MP4 playerHandwriting recognitioniTapVoice memo,TI OMAP 1510,Discontinued,,,"TFT resistive touchscreen, 65K colors",,,18MB,,,0.69 W/kg (head),No,About 230 EUR,Up to 275 h,miniSD,Yes,,0.45 W/kg (head)     0.51 W/kg (body),Removable Li-Ion (BP-3001L),"2005, Q1",Nokia,,,,No,No,,,,,Class 10,No,,No,1.3 MP,"2.7 inches, 21.5 cm2(~35.0% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"4-way navi keyDownloadable screensavers,wallpapers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,"2.0, A2DP",Stereo FM radio,,,,"Carbon Black, Graphite grey",,LED flash,"3D snake, 3D Rally  + downloadable",,Up to 5 h,,,,Yes,,,Nokia 6280,"100 x 46 x 21 mm, 91 cc (3.94 x 1.81 x 0.83 in)","SMS, MMS, Email, Instant Messaging",,UMTS 2100,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Pop-Port 2.0,GSM / UMTS,115 g (4.06 oz),,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6280.gif,,,,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 256K colors",,,6MB,"Yes, 384 kbps",,0.80 W/kg (head),Predictive text inputOrganizerVoice dial/memo,About 150 EUR,Up to 200 h,"miniSD, 64 MB included",480p,,0.57 W/kg (head)     0.48 W/kg (body),Removable Li-Ion 970 mAh battery (BP-6M),"2005, June",Nokia,"500 x 16 fields, Photocall",,,No,,,,,,,No,VGA videocall camera,No,2 MP,"2.2 inches, 35 x 45 mm, 15.0 cm2(~32.6% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
"4-way navi keyDownloadable screensavers,wallpapers",,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,2.0,Stereo FM radio,,,,2 - Light Blue and Dark Brown,,LED flash,3D snake + downloadable,,Up to 5 h,,,,"Yes, with stereo speakers",,,Nokia 6270,"104 x 50 x 23 mm, 104 cc (4.09 x 1.97 x 0.91 in)","SMS, MMS, EMail, Instant Messaging",,,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Pop-Port,GSM,125 g (4.41 oz),,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6270.gif,,,No,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 256K colors",,,9MB,,,0.74 W/kg (head),5 MB memory free,About 140 EUR,Up to 240 h,"miniSD, 128 MB included",QCIF,,1.01 W/kg (head)     0.90 W/kg (body),Removable Li-Ion 970 mAh battery (BL-5C),"2005, June",Nokia,"500 x 16 fields, Photocall",,,No,Class 10,Predictive text inputOrganizerVoice dial,,,,Class 10,No,,No,2 MP,"2.2 inches, 35 x 45 mm, 15.0 cm2(~28.8% screen-to-body ratio)",,,Yes,,,GSM 850 / 900 / 1800 / 1900,
GSM 850 / 1800 / 1900 - American version,Predictive text inputOrganizerVoice memoPhoto editorProfilesPersonal shortcuts,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,2.0,FM radio,,,,"3 - Silver on Pearl White, Glossy Black on Silver, Dark",,LED flash,"4 - Champ Rally 3D, Golf Tour, Backgammon II, Solitaire + downloadable",,Up to 3 h 10 min,,,,Yes,,,Nokia 6111,"84 x 47 x 23 mm, 76 cc (3.31 x 1.85 x 0.91 in)","SMS, MMS, Email",,,128 x 160 pixels (~114 ppi density),,,Proprietary,GSM,92 g (3.25 oz),,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6111.gif,,,5-way navi keyDownloadable themes,,Discontinued,"Yes, MIDP 2.0","10 dialed, 10 received, 10 missed calls","TFT, 256k colors",,,23MB,,Stereo sound,0.84 W/kg (head),Flashlight,About 110 EUR,Up to 192 h,No,QCIF,,0.79 W/kg (head)     0.48 W/kg (body),Removable Li-Ion 700 mAh battery (BL-4B),"2005, June",Nokia,Yes,,,No,Class 10,No,,,,Class 10,No,,No,1 MP,"1.8 inches, 29 x 35 mm, 10.2 cm2(~25.8% screen-to-body ratio)",,,Yes,,,GSM 900 / 1800 / 1900,
GSM 850 / 1900 - US version,,,,,,Mini-SIM,,,,WAP 2.0/xHTML,,,No,No,,,,"Black, Silver, Red, Blue",,,Yes,,Up to 3 h 30 min,,,,Yes,,,Nokia 6060,85 x 44 x 24 mm (3.35 x 1.73 x 0.94 in),"SMS, MMS, Email, Instant Messaging",,,128 x 160 pixels (~114 ppi density),,,,GSM,93 g (3.28 oz),,,,,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-6060.gif,,,No,,Discontinued,"Yes, MIDP 2.0","20 dialed, 20 received, 20 missed calls","TFT, 65k colors",,,3.2MB,,,0.41 W/kg (head),5-way navi keyThemes and wallpapers,About 60 EUR,Up to 400 h,No,,,0.59 W/kg (head)     0.92 W/kg (body),Removable Li-Ion 760 mAh battery (BL-5B),"2005, June",Nokia,"500 x 10 fields, Picture call",,,No,No,Predictive text inputOrganizerPresence enhanced contactsVoice dial/memo,,,,Class 6,No,,No,,"1.8 inches, 10.2 cm2(~27.3% screen-to-body ratio)",,,,,,GSM 900 / 1800,
5-way configurable navigation key,,,,,,Mini-SIM,,,,"WAP 2.0/xHTML, HTML",,,1.2 (A2DP - 8 GB version only),Stereo FM radio,,,,"Light Blue Chrome, Dark Gray Chrome, Black (Music Edition)",,,,,Up to 4 h (2G) / 3 h (3G),,,,Yes,,,Nokia N91,113.1 x 55.2 x 22 mm (4.45 x 2.17 x 0.87 in),,,UMTS 2100,176 x 208 pixels (~130 ppi density),220 MHz Dual ARM 9,,miniUSB 2.0,GSM / UMTS,164 g (5.78 oz),"Symbian 9.1, Series 60 UI 3rd Edition",,,,"Vibration; Downloadable polyphonic, MP3 ringtones",https://fdn2.gsmarena.com/vv/bigpic/nokia-n91.gif,,,Predictive text inputVoice dialVoice memoOrganizer,,Discontinued,,,"TFT, 256K colors",,,"4GB 64MB RAM, 8GB 64MB RAM","Yes, 384 kbps",,0.48 W/kg (head),No,About 230 EUR,Up to 190 h (2G) / 170 h (3G),No,Yes,,0.74 W/kg (head)     0.58 W/kg (body),Removable Li-Ion 900 mAh battery (BL-5C),"2005, Q2",Nokia,,,,Wi-Fi 802.11b/g,,,,,,,Yes,,No,2 MP,"2.1 inches, 35 x 41 mm, 14.0 cm2(~22.5% screen-to-body ratio)",Up to 10 h,,,,,GSM 900 / 1800 / 1900,
