,Positioning,Resolution,Type_1,Loudspeaker_1,Java,Triple,4G bands,Status,_3,Display,Video_1,128GB 4GB RAM,3.5mm jack,Battery (old),_2,Features_1,Quad,_1,Models,Performance,_4,Unspecified,256GB 8GB RAM,Protection,_6,Bluetooth,Music play,GPU,Chipset,OS,2G bands,Card slot,256GB,SAR EU,Single,Speed,GPRS,Weight,128GB 6GB RAM,CPU,Sensors,Size,Model Name,USB,512GB 12GB RAM,Browser,Price,Talk time,128GB 8GB RAM,EDGE,Battery (new),_5,64GB 4GB RAM,Internal,Stand-by,Video,Dual,Dimensions,Announced,Single_1,Dual_1,Audio quality,SIM,Radio,Camera,1TB 16GB RAM,Features,WLAN,Infrared port,Phonebook,Messaging,Keyboard,256GB 12GB RAM,Model Image,Call records,3G bands,Technology,Games,Brand,512GB 16GB RAM,SAR,Colors,Type,Charging,5G bands,Loudspeaker,Build,NFC
,GPS,"480 x 854 pixels, 16:9 ratio (~218 ppi density)","Li-Ion 1700 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,,G510-0200,,,,,,,"2.1, A2DP, EDR",,Adreno 203,Qualcomm MSM8225 Snapdragon S4 Play,Android 4.1 (Jelly Bean),GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),microSDHC (dedicated slot),,0.43 W/kg (head),"5 MP, AF",HSPA 7.2/5.76 Mbps,,150 g (5.29 oz),,Dual-core 1.2 GHz Cortex-A5,"Accelerometer, proximity, compass","4.5 inches, 55.8 cm2(~62.2% screen-to-body ratio)",Huawei Ascend G510,microUSB 2.0,,,About 100 EUR,Up to 5 h 50 min (2G) / Up to 5 h 20 min (3G),,,,,,4GB 512MB RAM,Up to 320 h (2G) / Up to 340 h (3G),720p,,134 x 67 x 9.9 mm (5.28 x 2.64 x 0.39 in),"2013, January. Released 2013, April",VGA,,,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",FM radio,,,LED flash,"Wi-Fi 802.11 b/g/n, DLNA",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g510-u8951.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,"Black, White",IPS LCD,,,Yes,,Yes (market dependent)
,GPS,"540 x 960 pixels, 16:9 ratio (~256 ppi density)","Li-Po 1930 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,,,,,,,Corning Gorilla Glass,,Yes,,PowerVR SGX531,Mediatek MT6575 (40 nm),Android 4.0.4 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,0.45 W/kg (head),"5 MP, AF",HSPA,,156 g (5.50 oz),,1.0 GHz Cortex-A9,"Accelerometer, proximity","4.3 inches, 51.0 cm2(~60.3% screen-to-body ratio)",Huawei Ascend G500,microUSB 2.0,,,About 200 EUR,,,,,,,4GB 1GB RAM,,720p,,130 x 65 x 11 mm (5.12 x 2.56 x 0.43 in),"2012, November. Released 2012, November",VGA,,,Dual SIM (Mini-SIM),FM radio,,,LED flash,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g500-shine-pro-u8836d.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,Black,IPS LCD,,,Yes,,No
No,GPS,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","Li-Ion 1400 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,,,,,,,,,"2.1, A2DP, EDR",,,,Android 4.0 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,3.15 MP,HSPA 7.2/5.76 Mbps,,125 g (4.41 oz),,800 MHz Cortex-A5,"Accelerometer, proximity","3.5 inches, 36.5 cm2(~50.7% screen-to-body ratio)",Huawei Ascend Y201 Pro,microUSB 2.0,,,About 110 EUR,Up to 5 h,,,,,,4GB 512MB RAM,Up to 500 h,480p@30fps,,117 x 61.5 x 11.7 mm (4.61 x 2.42 x 0.46 in),"2012, August. Released 2012, October",,,,Yes,FM radio,,,,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y201-pro.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,Black,"TFT, 256K colors",,,Yes,,No
,GPS - cellular model only,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Li-Po 6600 mAh, non-removable",,,,LTE,Discontinued,,,,,Yes,,,,,,,,,,,,,3.0,,Vivante GC4000,Huawei K3V2,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,3.15 MP,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - cellular model only",Yes,620 g (Wi-Fi) / 640 g (3G/LTE) (1.41 lb),,Quad-core 1.2 GHz Cortex-A9,Accelerometer,"10.1 inches, 295.8 cm2(~65.3% screen-to-body ratio)",Huawei MediaPad 10 Link,microUSB 2.0,,,About 250 EUR,Up to 10 h (multimedia),,Yes,,,,"8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM",,Yes,,257.4 x 175.9 x 9.9 mm (10.13 x 6.93 x 0.39 in),2013. Released 2013,VGA,,,Mini-SIM - cellular model only,No,,,,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/Huawei-MediaPad-101-Link.jpg,,HSDPA,GSM / HSPA / LTE,,Huawei,,,Black/Silver,"IPS LCD,",,,"Yes, with stereo speakers",,No
No,GPS,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","Li-Ion 1400 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editor,,,,,,,,"2.1, A2DP, EDR",,Adreno 200,Qualcomm MSM7625A Snapdragon S1,Android 2.3 (Gingerbread),CDMA 800 / 1900,"microSDHC (dedicated slot), 2 GB included",,,3.15 MP,EV-DO Rev.A 3.1 Mbps,,125 g (4.41 oz),,800 MHz Cortex-A5,"Accelerometer, proximity","3.5 inches, 36.5 cm2(~51.2% screen-to-body ratio)",Huawei Ascend Y,microUSB 2.0,,,About 60 EUR,Up to 7 h 30 min,,,,,,"256MB RAM, 120MB",Up to 300 h,Yes,,116.8 x 61 x 11.7 mm (4.60 x 2.40 x 0.46 in),"2012, October. Released 2012, October",,,,Mini-SIM,No,,,,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y.jpg,,CDMA2000 1xEV-DO,CDMA / EVDO,,Huawei,,,Black,TFT,,,Yes,,No
No,GPS,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","Li-Ion 1400 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editor,,,,,,,,"2.1, A2DP, EDR",,Adreno 200,Qualcomm MSM7227 Snapdragon S1,Android 2.3.6 (Gingerbread),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,3.15 MP,HSPA,,125 g (4.41 oz),,600 MHz Cortex-A5,"Accelerometer, proximity","3.5 inches, 36.5 cm2(~52.6% screen-to-body ratio)",Huawei Summit,microUSB 2.0,,,About 100 EUR,Up to 7 h,,,,,,512MB 512MB RAM,Up to 216 h,Yes,,115.8 x 59.9 x 12.2 mm (4.56 x 2.36 x 0.48 in),"2012, October. Released 2012, October",,,,Mini-SIM,No,,,,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-summit.jpg,,HSDPA 1700 / 2100,GSM / HSPA,,Huawei,,,Black,TFT,,,Yes,,No
LTE 1700 / 2100 - U9202L-3,GPS,"540 x 960 pixels, 16:9 ratio (~256 ppi density)","Li-Po 2000 mAh, removable",,,,"3, 7, 20 - U9202L-1",Discontinued,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editor,,,,Yes,,40 - U9202L-4,,,LTE 900 / 2600 - U9202L-2,"U9202L, U9202L-1, U9202L-2, U9202L-3, U9202L-4",,,,,Corning Gorilla Glass,,"3.0, A2DP",,Adreno 225,Qualcomm MSM8960 Snapdragon S4 Plus,Android 4.0 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,"8 MP, AF","HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps",,135 g (4.76 oz),,Dual-core 1.5 GHz Krait,"Accelerometer, gyro, proximity, compass","4.3 inches, 51.0 cm2(~58.8% screen-to-body ratio)",Huawei Ascend P1 LTE,microUSB 2.0 (MHL TV-out),,,About 150 EUR,,,,,,,4GB 1GB RAM,,1080p@30fps,,132.5 x 65.4 x 9.9 mm (5.22 x 2.57 x 0.39 in),"2012, October. Released 2012, October",1.3 MP,,,Mini-SIM,FM radio,,,"Dual-LED flash, HDR","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p1-lte.jpg,,HSDPA 850 / 900 / 1700 / 1900 / 2100,GSM / HSPA / LTE,,Huawei,,,"Metallic black, Ceramic white, Soft pink",Super AMOLED,,,Yes,,No
No,GPS,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","Li-Ion 1400 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,MP3/WAV/AAC+ playerMP4/H.263 player,,,,,,,,"2.1, A2DP, EDR",,Adreno 200,Qualcomm MSM7225A-1-AA Snapdragon S1,Android 2.3 (Gingerbread),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,3.15 MP,HSPA,,124.2 g (4.37 oz),,800 MHz Cortex-A5,"Accelerometer, proximity","3.5 inches, 36.5 cm2(~51.6% screen-to-body ratio)",Huawei Fusion 2 U8665,microUSB 2.0,,,About 50 EUR,Up to 5 h,,,,,,4GB 512MB RAM,Up to 350 h,Yes,,115.8 x 61 x 11.7 mm (4.56 x 2.40 x 0.46 in),"2012, October. Released 2012, October",,,,Mini-SIM,FM radio,,,,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-att-fusion-2.jpg,,HSDPA 850 / 1900 / 2100,GSM / HSPA,,Huawei,,1.26 W/kg (head)     0.98 W/kg (body),Black,"TFT, 256K colors",,,Yes,,No
HSDPA 850 / 1900 / 2100,"GPS, A-GPS","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Removable Li-Po 1930 mAh battery,,,,,Discontinued,,,,,Yes,,,,,MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,U8950-1,,,,,,,"3.0, A2DP",,,,Android 4.0.4 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,"8 MP, AF",HSPA,,145 g (5.11 oz),,Dual-core 1.2 GHz,"Accelerometer, proximity, compass","4.5 inches, 55.8 cm2(~61.7% screen-to-body ratio)",Huawei Ascend G600,microUSB 2.0,,,About 100 EUR,,,,,,,4GB 768MB RAM,Up to 360 h,Yes,,134 x 67.5 x 10.5 mm (5.28 x 2.66 x 0.41 in),"2012, August. Released 2012, September",Yes,,,Mini-SIM,FM radio,,,LED flash,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-g600.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,"Black, White",IPS LCD,,,"Yes, with stereo speakers",,Yes
MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,"GPS, A-GPS","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Removable Li-Ion 1500 mAh battery,,,,,Discontinued,,,,,Yes,,,,,,,,,,,,,"2.1, A2DP",,Adreno 203,Qualcomm MSM8225 Snapdragon S4 Play,Android 4.0 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,"5 MP, AF",HSPA 7.2/5.76 Mbps,,130 g (4.59 oz),,Dual-core 1.0 GHz Cortex-A5,"Accelerometer, proximity","4.0 inches, 45.5 cm2(~59.4% screen-to-body ratio)",Huawei Ascend G330,microUSB 2.0,,,About 110 EUR,Up to 5 h,,,,,,"4GB (2.5GB user available), 512MB RAM",Up to 350 h,480p@30fps,,122.5 x 62.6 x 11.2 mm (4.82 x 2.46 x 0.44 in),"2012, August. Released 2012, October",VGA,,,Mini-SIM,No,,,LED flash,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g330.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,"Matt Black, Luxury Silver",TFT,,,Yes,,
HSDPA 850 / 1900,"GPS, A-GPS","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Non-removable Li-Po 4100 mAh battery,,,,,Discontinued,,,,,Yes,,MP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerDocument viewerVoice memoPredictive text input,,,SRS audio,,,,,,,,"3.0, A2DP, EDR",,,,Android 4.0.4 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,0.38 W/kg (head)     0.49 W/kg (body),3.15 MP,HSPA 3.6/0.384 Mbps,,370 g (13.05 oz),,1.2 GHz Cortex-A8,"Accelerometer, gyro, compass","7.0 inches, 137.9 cm2(~59.5% screen-to-body ratio)",Huawei MediaPad 7 Lite,"microUSB 2.0, OTG",,,About 150 EUR,,,,,,,8GB 1GB RAM,,720p@30fps,,193 x 120 x 11 mm (7.60 x 4.72 x 0.43 in),"2012, July. Released 2012, September",VGA,,,Mini-SIM,No,,,,"Wi-Fi 802.11 b/g/n, DLNA",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-7-lite.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,0.39 W/kg (head)     0.63 W/kg (body),Black/Silver,IPS LCD,,,Yes,,
HSDPA 900 / 2100,"GPS, A-GPS","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Removable Li-Ion 1050 mAh battery,,,,,Discontinued,MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,Yes,,No,,,HSDPA 850 / 2100,,,,,,,,"2.1, A2DP",,Adreno 200,Qualcomm MSM7225A Snapdragon S1,Android 2.3 (Gingerbread),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,0.68 W/kg (head)     0.54 W/kg (body),3.15 MP,HSPA 7.2/5.76 Mbps,,100 g (3.53 oz),,800 MHz Cortex-A5,"Accelerometer, proximity, compass","2.8 inches, 24.3 cm2(~40.7% screen-to-body ratio)",Huawei Ascend Y100,microUSB 2.0,,,About 70 EUR,Up to 5 h 15 min (3G),,,,,,"256MB RAM, 512MB",Up to 514 h (3G),480p@30fps,,106.5 x 56 x 10.9 mm (4.19 x 2.20 x 0.43 in),"2012, May. Released 2012, May",,,,Mini-SIM,FM radio,,,,Wi-Fi 802.11 b/g/n,,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y100.jpg,,HSDPA 850 / 1900,GSM / HSPA,,Huawei,,0.99 W/kg (head)     1.23 W/kg (body),"Black, White","TFT, 256K colors",,,Yes,,Optional
No,"GPS, A-GPS","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Removable Li-Ion 1250/1400 mAh battery,,,,,Discontinued,,,,,Yes,,,,,MP3/WAV/eAAC+ playerMP4/DivX/Xvid/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,"2.1, A2DP",,Adreno 200,Qualcomm MSM7225A Snapdragon S1,Android 2.3 (Gingerbread),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,3.15 MP,HSPA 7.2/5.76 Mbps,,120 g (4.23 oz),,800 MHz Cortex-A5,"Accelerometer, proximity, compass","3.5 inches, 36.5 cm2(~51.7% screen-to-body ratio)",Huawei Ascend Y200,microUSB 2.0,,,About 110 EUR,Up to 4 h (3G),,,,,,"256MB RAM, 512MB",Up to 220 h,480p@30fps,,116.9 x 60.4 x 11.7 mm (4.60 x 2.38 x 0.46 in),"2012, May. Released 2012, May",,,,Mini-SIM,FM radio,,,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y200.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,Black,"IPS LCD, 256K colors",,,"Yes, with stereo speakers",,Optional
,GPS,"480 x 800 pixels, 5:3 ratio (~233 ppi density)","Li-Ion 1550 mAh, removable",,,,,Discontinued,,,,,Yes,,,,,,U8825D,,,,,,,"2.1, A2DP",,Adreno 203,Qualcomm MSM8225 Snapdragon S4 Play,Android 4.0.4 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"5 MP, AF",HSPA 7.2/5.76 Mbps,,140 g (4.94 oz),,Dual-core 1.0 GHz Cortex-A5,"Accelerometer, proximity, compass","4.0 inches, 45.5 cm2(~59.4% screen-to-body ratio)",Huawei Ascend G330D U8825D,microUSB 2.0,,,About 110 EUR,,,,,,,"4GB (2.5GB user available), 512MB RAM",,480p,,122.3 x 62.7 x 11.4 mm (4.81 x 2.47 x 0.45 in),"2012, Q1. Released 2012, Q2",VGA,,,Dual SIM (Mini-SIM),Stereo FM radio,,,LED flash,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g300d-u881d5.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,Black,TFT,,,Yes,,No
HSDPA 850 / 1900 / 2100,"GPS, A-GPS","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Removable Li-Ion 1350/1500 mAh battery,,,,,Discontinued,,,,,Yes,,MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,No,,,,,,,,"2.1, A2DP",,Adreno 200,Qualcomm MSM7227A Snapdragon S1,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,"5 MP, AF",HSPA 7.2/5.76 Mbps,,140 g (4.94 oz),,1.0 GHz Cortex-A5,"Accelerometer, proximity, compass","4.0 inches, 45.5 cm2(~59.0% screen-to-body ratio)",Huawei Ascend G300,microUSB 2.0,,,About 130 EUR,Up to 5 h 20 min (2G) / Up to 5 h (3G),,,,,,"4GB (2.5GB user available), 512MB RAM",Up to 320 h (2G) / Up to 350 h (3G),Yes,,122.5 x 63 x 10.5 mm (4.82 x 2.48 x 0.41 in),"2012, February. Released 2012, May",,,,Mini-SIM,"Stereo FM radio, RDS",,,LED flash,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g300-u8815.jpg,,HSDPA 900 / 2100,GSM / HSPA,,Huawei,,,"Black, Silver",IPS LCD,,,Yes,,
MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editor,GPS,"540 x 960 pixels, 16:9 ratio (~256 ppi density)","Li-Ion 2600 mAh, non-removable",,,,,Discontinued,,,,,Yes,,,,,,,,,,,Corning Gorilla Glass,,"3.0, A2DP",,PowerVR SGX540,TI OMAP 4460,Android 4.0.3 (Ice Cream Sandwich),GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,"8 MP, AF",HSPA 21.1/5.76 Mbps,,-,,Dual-core 1.5 GHz Cortex-A9,"Accelerometer, gyro, proximity, compass","4.3 inches, 51.0 cm2",Huawei Ascend P1 XL U9200E,microUSB 2.0 (MHL TV-out),,,About 230 EUR,,,,,,,4GB 1GB RAM,,1080p@30fps,,-,"2012. Released 2012, Q3",1.3 MP,,,Mini-SIM,FM radio,,,"Dual-LED flash, HDR","Wi-Fi 802.11 b/g/n, DLNA",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p1-new.jpg,,HSDPA 850 / 900 / 1700 / 1900 / 2100,GSM / HSPA,,Huawei,,,"Metallic black, Ceramic white, Soft pink",Super AMOLED,,,Yes,,No
MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dial/commandsPredictive text input,"GPS, A-GPS","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Non-removable Li-Ion 1670 mAh battery,Voice 65dB / Noise 64dB / Ring 76dB,,,,Discontinued,,Contrast ratio: Infinite (nominal) / 2.655:1 (sunlight),,,Yes,Endurance rating 34h,,,,,,,,,,Corning Gorilla Glass,,"3.0, A2DP",,PowerVR SGX540,TI OMAP 4460,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.2 (Jelly Bean)",GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,"8 MP, AF",HSPA 21.1/5.76 Mbps,,110 g (3.88 oz),,Dual-core 1.5 GHz Cortex-A9,"Accelerometer, gyro, proximity, compass","4.3 inches, 51.0 cm2(~61.7% screen-to-body ratio)",Huawei Ascend P1,microUSB 2.0 (MHL TV-out),,,About 170 EUR,,,,,,,4GB 1GB RAM,,1080p@30fps,,127.4 x 64.8 x 7.7 mm (5.02 x 2.55 x 0.30 in),"2012, January. Released 2012, May",1.3 MP,,Noise -90.3dB / Crosstalk -90.4dB,Mini-SIM,FM radio,Photo/Video,,"Dual-LED flash, HDR","Wi-Fi 802.11 b/g/n, DLNA",,,,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p1-new.jpg,,HSDPA 850 / 900 / 1700 / 1900 / 2100,GSM / HSPA,,Huawei,,,"Metallic black, Ceramic white, Soft pink",Super AMOLED,,,Yes,,
No,"GPS, A-GPS","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Removable Li-Ion 1500 mAh battery,,,,,Discontinued,,,,,Yes,,,,,MP3/WAV/WMA/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument viewerVoice memo/dialPredictive text input,,,,,,,,"2.1, A2DP, EDR",,,,Android 2.3 (Gingerbread),CDMA 800 / 1700 / 1900 / 2100,microSDHC (dedicated slot),,,3.15 MP,EV-DO Rev.A 3.1 Mbps,,132.2 (4.66 oz),,800 MHz,"Accelerometer, proximity","3.2 inches, 30.5 cm2(~42.8% screen-to-body ratio)",Huawei Ascend Q M5660,microUSB 2.0,,,About 70 EUR,Up to 4 h 10 min,,,,,,,Up to 240 h,Yes,,121.9 x 58.4 x 12.7 mm (4.80 x 2.30 x 0.5 in),"2012, August. Released 2012, August",,,,Mini-SIM,No,,,,Wi-Fi 802.11 b/g/n,,,,QWERTY,,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-q.jpg,,CDMA2000 1xEV-DO,CDMA / EVDO,,Huawei,,,Black,"TFT, 256K colors",,,Yes,,
GSM 900 / 1800 - SIM 1 & SIM 2,No,128 x 160 pixels,"Li-Ion 600 mAh, removable",,Yes,,,Discontinued,,,,,Yes,,Audio/video playerOrganizerVoice memoPredictive text input,,,No,,,,,,,,Yes,,,,,GSM 850 / 1900 - SIM 1 & SIM 2,microSD (dedicated slot),,0.75 W/kg (head)     1.43 W/kg (body),VGA,,Yes,95 g (3.35 oz),,,,"1.8 inches, 10.2 cm2(~16.0% screen-to-body ratio)",Huawei G6005,miniUSB,,,,Up to 2 h 40 min,,No,,,,,Up to 300 h,Yes,,108 x 59 x 12 mm (4.25 x 2.32 x 0.47 in),"2012, Q1. Released 2012, Q1",,,,"Dual SIM (Mini-SIM, dual stand-by)",FM radio,,,,No,,500 entries,"SMS, MMS",QWERTY,,https://fdn2.gsmarena.com/vv/bigpic/huawei-g6005.jpg,Yes,,GSM,No,Huawei,,,Black,"TFT, 65K colors",,,Yes,,No
No,No,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","Li-Ion, removable",,Yes,,,Discontinued,,,,,Yes,,,,,SNS applicationsMP3/WAV/eAAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input,,,,,,,,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,0.65 W/kg (head),3.15 MP,HSPA,,-,,,,"2.8 inches, 24.3 cm2(~35.2% screen-to-body ratio)",Huawei G6800,Proprietary,,,About 70 EUR,,,,,,,40MB,,Yes,,117 x 59 x 12.2 mm (4.61 x 2.32 x 0.48 in),2012. Released 2012,,,,Dual SIM (Mini-SIM),FM radio,,,,Wi-Fi 802.11 b/g/n,,Yes,"SMS, MMS, Email, IM",QWERTY,,https://fdn2.gsmarena.com/vv/bigpic/huawei-g6800.jpg,Yes,HSDPA 2100,GSM / HSPA,Yes,Huawei,,0.72 W/kg (head)     1.34 W/kg (body),"Black, White","TFT, 256K colors",,,Yes,,No
No,No,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Removable Li-Ion 1000 mAh battery,,Yes,,,Discontinued,,,,,Yes,,,,,SNS applicationsMP3/WAV/eAAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input,,,,,,,,"2.1, A2DP",,,,,GSM 850 / 900 / 1800 / 1900,microSDHC (dedicated slot),,,2 MP,,Yes,-,,MT6235,,"2.4 inches, 17.8 cm2(~26.4% screen-to-body ratio)",Huawei G6310,microUSB 2.0,,,About 50 EUR,,,Yes,,,,"1GB ROM, 256MB RAM",,Yes,,113 x 59.8 x 12.5 mm (4.45 x 2.35 x 0.49 in),"2012, Q2. Released 2012, Q2",,,,Dual SIM (Mini-SIM),FM radio,,,,Optional,,Yes,"SMS, MMS, Email, IM",QWERTY,,https://fdn2.gsmarena.com/vv/bigpic/huawei-g6310.jpg,Yes,,GSM,Yes,Huawei,,,Black,"TFT, 256K colors",,,Yes,,
GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),No,176 x 220 pixels (~141 ppi density),Removable Li-Ion 1000 mAh battery,,No,,,Discontinued,,,,,Yes,,No,,,Flashlight,,,,,,,,No,,,Mediatek MT6252,,GSM 850 / 900 / 1800 / 1900,microSD (dedicated slot),,,VGA,,No,-,,,,"2.0 inches, 12.6 cm2(~21.0% screen-to-body ratio)",Huawei G5000,microUSB,,,About 90 EUR,,,No,,,,"16MB ROM, 4MB RAM",,,,113.8 x 52.6 x 15.1 mm (4.48 x 2.07 x 0.59 in),"2012, Q2. Released 2012, Q2",,,,Dual SIM (Mini-SIM),FM radio,,,,No,,Yes,SMS,,,https://fdn2.gsmarena.com/vv/bigpic/huawei-g5000.jpg,Yes,,GSM,No,Huawei,,,Black,TFT,,,Yes,,
