,Triple,Resolution,Games,Price,Phonebook,Type_1,Call records,Talk time,Video,_2,GPU,Card slot,Chipset,Java,Infrared port,Charging,Technology,Announced,Type,OS,Single_1,Features_1,Music play,Brand,5G bands,Dual_1,Protection,Browser,Radio,CPU,Video_1,EDGE,Stand-by,Weight,Build,SIM,Internal,Single,_3,Size,3.5mm jack,_1,Status,Model Image,USB,Sensors,GPRS,Model Name,3G bands,Speed,Loudspeaker,Bluetooth,Dual,Colors,4G bands,WLAN,Positioning,NFC,Quad,Models,Keyboard,2G bands,Messaging,Features,Dimensions
,,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,,,"Li-Ion 2900 mAh, non-removable",,Up to 24 h (2G) / Up to 15 h (3G),1080p@30fps,,Mali-T720MP3,microSDXC,Mediatek MT6753 (28 nm),,,,GSM / HSPA / LTE,"2015, December. Released 2015, December",IPS LCD,"Android 5.1 (Lollipop), upgradаble to 6.0 (Marshmallow)",5 MP,LED flash,,BLU,,,Corning Gorilla Glass 3,,FM radio,Octa-core 1.3 GHz Cortex-A53,,,Up to 725 h (2G) / Up to 625 h (3G),141 g (4.97 oz),,"Dual SIM (Micro-SIM, dual stand-by)",16GB 2GB RAM,"13 MP, AF",,"5.2 inches, 74.5 cm2(~67.7% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-x-2016.jpg,microUSB 2.0,"Accelerometer, proximity, compass",,BLU Life One X (2016),HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, White","2, 4, 7, 12, 17",Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",149.5 x 73.6 x 8.6 mm (5.89 x 2.90 x 0.34 in)
,,"480 x 854 pixels, 16:9 ratio (~178 ppi density)",,,,"Li-Ion 2800 mAh, removable",,Up to 29 h (2G) / Up to 17 h (3G),720p@30fps,,Mali-400,microSDXC,,,,,GSM / HSPA,"2015, November. Released 2015, November",IPS LCD,Android 5.1 (Lollipop),VGA,,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 890 h (2G) / Up to 740 h (3G),154 g (5.43 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"5 MP, AF",,"5.5 inches, 83.4 cm2(~68.0% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g-plus.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Studio G Plus,HSDPA 850 / 1700 / 1900 / 2100 - S510Q,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, White, Blue, Gold, Pink, Green",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,155.5 x 78.8 x 9.6 mm (6.12 x 3.10 x 0.38 in)
eMMC 4.5,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 2500 mAh, removable",,Up to 26 h (2G) / Up to 16 h (3G),1080p@30fps,,Adreno 304,microSDXC,Qualcomm MSM8909 Snapdragon 210 (28 nm),,,,GSM / HSPA / LTE,"2015, November. Released 2015, November",IPS LCD,Android 5.1 (Lollipop),5 MP,,,BLU,,,,,FM radio,Quad-core 1.1 GHz Cortex-A7,,,Up to 825 h (2G) / Up to 725 h (3G),157 g (5.54 oz),,Dual SIM,8GB 1GB RAM,8 MP,,"5.0 inches, 68.9 cm2(~68.1% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-x-lte1.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Dash X LTE,HSDPA 850 / 1700 / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.1, A2DP, LE",,"Black, White","2, 4, 7, 12, 17","Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,142.5 x 71 x 9.3 mm (5.61 x 2.80 x 0.37 in)
eMMC 4.5,,"720 x 1280 pixels, 16:9 ratio (~210 ppi density)",,,,"Li-Ion 3700 mAh, non-removable",,Up to 12 h,1080p@30fps,,Adreno 306,microSDXC,Qualcomm MSM8916 Snapdragon 410 (28 nm),,,,GSM / HSPA / LTE,"2015, October. Released 2015, October",IPS LCD,Android 5.1 (Lollipop),2 MP,,,BLU,,,,,FM radio,Quad-core 1.2 GHz Cortex-A53,,,Up to 200 h,266 g (9.38 oz),,Dual SIM,16GB 1GB RAM,"8 MP, AF",,"7.0 inches, 135.1 cm2(~71.2% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-70-lte.jpg,microUSB 2.0,"Accelerometer, proximity, compass",,BLU Studio 7.0 LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Grey, White, Gold, Blue","2, 3, 4, 7, 12, 17, 28","Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,190 x 99.8 x 8.5 mm (7.48 x 3.93 x 0.33 in)
HSDPA 850 / 1900 / 2100 - D050L,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,,"Li-Ion 1450 mAh, removable",,Up to 18 h (2G) / Up to 13 h (3G),720p@30fps,,Mali-400,microSDXC,Mediatek MT6572 (28 nm),,,,GSM / HSPA,"2015, October. Released 2015, October",TFT,Android 4.4 (KitKat),VGA,,,BLU,,,,,Stereo FM radio,Dual-core 1.0 GHz Cortex-A7,,,Up to 700 h (2G) / Up to 500 h (3G),122 g (4.30 oz),,Dual SIM (Micro-SIM/ Mini-SIM),4GB 512MB RAM,3.15 MP,,"4.0 inches, 45.5 cm2(~56.5% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-l.jpg,microUSB 2.0,Accelerometer,,BLU Dash L,HSDPA 850 / 1700(AWS) / 1900 - D050U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, White, Teal, Pink, Gold, Green",,"Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,126 x 64 x 11 mm (4.96 x 2.52 x 0.43 in)
eMMC 4.5,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,,"Li-Po 2500 mAh, non-removable",,Up to 26 h (2G) / Up to 16 h (3G),720p@30fps,,Adreno 304,microSDXC,Qualcomm MSM8909 Snapdragon 210 (28 nm),,,,GSM / HSPA / LTE,"2015, October. Released 2015, October",IPS LCD,Android 5.1 (Lollipop),2 MP,,,BLU,,,,,Stereo FM radio,Quad-core 1.1 GHz Cortex-A7,,,Up to 825 h (2G) / Up to 725 h (3G),149 g (5.26 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"5 MP, AF",,"5.0 inches, 68.9 cm2(~66.9% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g-lte.jpg,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,BLU Studio G LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,Black,"4, 7, 17","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,143 x 72 x 8.9 mm (5.63 x 2.83 x 0.35 in)
HSDPA 850 / 1900 / 2100 - D030L,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,,"Li-Po 1800 mAh, removable",,Up to 24 h (2G) / Up to 12 h (3G),720p@30fps,,Mali-400,microSDXC,,,,,GSM / HSPA,"2015, October. Released 2015, October",IPS LCD,Android 5.0 (Lollipop),2 MP,,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 900 h (2G) / Up to 750 h (3G),157 g (5.54 oz),,"Dual SIM (Micro-SIM, dual stand-by)",4GB 768MB RAM,5 MP,,"5.0 inches, 68.9 cm2(~64.8% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-m.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Dash M,HSDPA 850 / 1700(AWS) / 1900 - D030U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, White, Gold, Mint Green",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,145.2 x 73.2 x 9.1 mm (5.72 x 2.88 x 0.36 in)
HSDPA 850 / 1900 / 2100 - D010L,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 2000 mAh, removable",,Up to 25 h (2G) / Up to 14 h (3G),1080p@30fps,,Mali-400,microSDXC,,,,,GSM / HSPA,"2015, October. Released 2015, October",IPS LCD,Android 5.1 (Lollipop),5 MP,,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 750 h (2G) / Up to 700 h (3G),148 g (5.22 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, AF",,"5.0 inches, 68.9 cm2(~68.1% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-x.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Dash X,HSDPA 850 / 1700(AWS) / 1900 - D010U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, White",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,142.5 x 71 x 9.3 mm (5.61 x 2.80 x 0.37 in)
,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Ion 5000 mAh, non-removable",,Up to 72 h (2G) / Up to 48 h (3G),1080p@30fps,,Mali-T720MP2,microSDXC,Mediatek MT6735 (28 nm),,,,GSM / HSPA / LTE,"2015, October. Released 2015, October",Super AMOLED,Android 5.0 (Lollipop),5 MP,,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A53,,,Up to 720 h (2G) / Up to 720 h (3G),176 g (6.21 oz),,Dual SIM,16GB 1.5GB RAM,"8 MP, AF",,"5.0 inches, 68.9 cm2(~67.2% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-energy-2.jpg,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,BLU Studio Energy 2,HSDPA 850 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, White","2, 4, 7, 17","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama",144 x 71.2 x 10.1 mm (5.67 x 2.80 x 0.40 in)
HSDPA 850 / 1900 / 2100 - D950L,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 2750 mAh, removable",,Up to 30 h (2G) / Up to 18 h (3G),1080p@30fps,,Mali-400,microSDXC,,,,,GSM / HSPA,"2015, October. Released 2015, October",IPS LCD,Android 5.0 (Lollipop),5 MP,,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 775 h (2G) / Up to 700 h (3G),190 g (6.70 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, AF",,"5.5 inches, 83.4 cm2(~67.6% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-x-plus.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Dash X Plus,HSDPA 850 / 1700(AWS) / 1900 - D950U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Gold, Green, Pink, White",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,158.8 x 77.7 x 10.2 mm (6.25 x 3.06 x 0.40 in)
,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 4000 mAh, non-removable",,Up to 52 h (2G) / Up to 38 h (3G),1080p@30fps,,,microSDXC,,,,,GSM / HSPA,"2015, September. Released 2015, September",IPS LCD,Android 5.1 (Lollipop),2 MP,,,BLU,,,Corning Gorilla Glass 3,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 900 h (2G) / Up to 875 h (3G),154 g (5.43 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, AF",,"5.0 inches, 68.9 cm2(~69.3% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-energy-x.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Energy X,HSDPA 850 / 1700(AWS) / 1900 / 2100 - E010Q,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Gold, Grey",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,142 x 70 x 8.9 mm (5.59 x 2.76 x 0.35 in)
eMMC 5.0,,"1440 x 2560 pixels, 16:9 ratio (~490 ppi density)",,About 310 EUR,,"Li-Po 3500 mAh, non-removable",,Up to 38 h (2G) / Up to 24 h (3G),4K@30fps,,PowerVR G6200,microSDXC (dedicated slot),Mediatek MT6795 Helio X10 (28 nm),,,,GSM / HSPA / LTE,"2015, September. Released 2015, September",AMOLED,Android 5.1 (Lollipop),"8 MP, AF",,,BLU,,,Corning Gorilla Glass 3,,"FM radio, recording",Octa-core 2.0 GHz Cortex-A53,,,Up to 800 h (2G) / Up to 725 h (3G),207 g (7.30 oz),,"Dual SIM (Micro-SIM, dual stand-by)",64GB 3GB RAM,"24 MP, 1/2.3"", PDAF, OIS",,"6.0 inches, 99.2 cm2(~73.6% screen-to-body ratio)",Yes,24-bit/192kHz audio,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-pure-xl.jpg,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,BLU Pure XL,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP, EDR",,"Black, Gold","2, 4, 7, 17",Wi-Fi 802.11 b/g/n,GPS,Yes,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"Dual-LED dual-tone flash, panorama, HDR",164 x 82.2 x 9.3 mm (6.46 x 3.24 x 0.37 in)
eMMC 4.5,,"720 x 1280 pixels, 16:9 ratio (~306 ppi density)",,,,"Li-Po 2050 mAh, non-removable",,Up to 22 h (2G) / Up to 11 h (3G),1080p@30fps,,Adreno 306,No,Qualcomm MSM8916 Snapdragon 410 (28 nm),,,,GSM / HSPA / LTE,"2015, September. Released 2015, September",AMOLED,Android 5.0.2 (Lollipop),5 MP,,,BLU,,,Corning Gorilla Glass 3,,FM radio,Quad-core 1.2 GHz Cortex-A53,,,Up to 700 h (2G) / Up to 650 h (3G),98 g (3.46 oz),,Nano-SIM,16GB 2GB RAM,"8 MP, AF",,"4.8 inches, 63.5 cm2(~65.7% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-air-lte.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Vivo Air LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, White",LTE 1700 / 1900 / 2600,"Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900,,LED flash,141.9 x 68.1 x 5.1 mm (5.59 x 2.68 x 0.20 in)
,,"540 x 960 pixels, 16:9 ratio (~184 ppi density)",,About 110 EUR,,"Li-Ion 3000 mAh, non-removable",,Up to 36 h (2G) / Up to 20 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6582M (28 nm),,,,GSM / HSPA,"2015, August. Released 2015, August",IPS LCD,Android 5.0 (Lollipop),2 MP,,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 920 h (2G) / Up to 850 h (3G),177 g (6.24 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, AF",,"6.0 inches, 99.2 cm2(~70.3% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-xl.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Studio XL,HSDPA 850 / 1700(AWS) / 1900 / 2100,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, White",,"Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,165.5 x 85.3 x 8.5 mm (6.52 x 3.36 x 0.33 in)
,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 2500 mAh, removable",,Up to 26 h (2G) / Up to 14 h (3G),1080p@30fps,,Mali-450MP4,microSDXC,Mediatek MT6592M (28 nm),,,,GSM / HSPA,"2015, July. Released 2015, July",IPS LCD,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",2 MP,,,BLU,,,,,FM radio,Octa-core 1.4 GHz Cortex-A7,,,Up to 750 h (2G) / Up to 675 h (3G),149 g (5.26 oz),,Dual SIM (Micro-SIM),8GB 1GB RAM,"8 MP, AF",,"5.0 inches, 68.9 cm2(~69.8% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-life-x8.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Life X8,HSDPA 850 / 1700(AWS) / 1900 / 2100 - L010U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Pink, White, Mint, Gold",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, HDR",140.7 x 70.2 x 9.3 mm (5.54 x 2.76 x 0.37 in)
HSDPA 850 / 1900 / 2100 - P240L,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,,,"Li-Po 3000 mAh, non-removable",,Up to 10 h (3G),720p@30fps,,Mali-400,microSDXC (dedicated slot),,,,,GSM / HSPA,"2015, August. Released 2015, August",IPS LCD,Android 5.0 (Lollipop),VGA,,,BLU,,,,,Stereo FM radio,Dual-core 1.3 GHz Cortex-A7,,,Up to 190 h (3G),298 g (10.51 oz),,Micro-SIM,4GB 512MB RAM,2 MP,,"7.0 inches, 137.9 cm2(~65.3% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-touchbook-g7.jpg,microUSB 2.0,Accelerometer,,BLU Touchbook G7,HSDPA 850 / 1700(AWS) / 1900 - P240U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"White, Gold, Grey",,"Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900,,,197.2 x 107 x 8.9 mm (7.76 x 4.21 x 0.35 in)
HSDPA 850 / 1900 / 2100 - S480L,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,,,"Li-Po 3450 mAh, non-removable",,Up to 12 h (3G),1080p@30fps,,Mali-400,microSDXC (dedicated slot),,,,,GSM / HSPA,"2015, August. Released 2015, August",IPS LCD,Android 5.0 (Lollipop),VGA,,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 200 h (3G),248 g (8.75 oz),,Mini-SIM,8GB 1GB RAM,5 MP,,"7.0 inches, 137.9 cm2(~66.4% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-70-ii.jpg,microUSB 2.0,Accelerometer,,BLU Studio 7.0 II,HSDPA 850 / 1700(AWS) / 1900 - S480U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Blue, Gold, Grey",,"Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900,,LED flash,194 x 107 x 9.3 mm (7.64 x 4.21 x 0.37 in)
,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Ion 2800 mAh, non-removable",,Up to 35 h (2G) / Up to 20 h (3G),1080p@30fps,,Mali-400MP2,microSDHC,Mediatek MT6582 (28 nm),,,,GSM / HSPA,"2015, August. Released 2015, August",IPS LCD,Android 5.0 (Lollipop),5 MP,,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 900 h (2G) / Up to 820 h (3G),126 g (4.44 oz),,Dual SIM,8GB 1GB RAM,"8 MP, AF",,"5.0 inches, 68.9 cm2(~67.9% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c-super-camera.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Studio C Super Camera,HSDPA 850 / 1700(AWS) / 1900 - D870U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Gold, Green, White, Orange, Pink, Blue",,"Wi-Fi 802.11 b/g/n, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",143 x 71 x 8.5 mm (5.63 x 2.80 x 0.33 in)
HSDPA 850 / 1900 / 2100 - V030L,,"720 x 1280 pixels, 16:9 ratio (~306 ppi density)",,,,"Li-Po 2300 mAh, non-removable",,Up to 24 h (2G) / Up to 12 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6582 (28 nm),,,,GSM / HSPA,"2015, July. Released 2015, July",AMOLED,Android 5.0 (Lollipop),8 MP,LED flash,,BLU,,,Corning Gorilla Glass 3,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 750 h (2G) / Up to 675 h (3G),111 g (3.92 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, AF",,"4.8 inches, 63.5 cm2(~65.9% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-selfie.jpg,microUSB 2.0,"Accelerometer, proximity, gravity",,BLU Vivo Selfie,HSDPA 850 / 1700(AWS) / 1900 - V030U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, White",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",141 x 68.4 x 7.8 mm (5.55 x 2.69 x 0.31 in)
HSDPA 850 / 1900 / 2100 - E030L,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 4000 mAh, non-removable",,Up to 42 h (2G) / Up to 28 h (3G),1080p@30fps,,Mali-400,microSDXC,,,,,GSM / HSPA,"2015, July. Released 2015, July",IPS LCD,Android 5.0 (Lollipop),5 MP,LED flash,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 900 h (2G) / Up to 875 h (3G),169 g (5.96 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, AF",,"5.5 inches, 83.4 cm2(~72.4% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-energy-x-plus.jpg,microUSB 2.0,"Accelerometer, proximity, compass",,BLU Energy X Plus,HSDPA 850 / 1700(AWS) / 1900 - E030U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Silver, Gold, Grey",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,150.5 x 76.5 x 8 mm (5.93 x 3.01 x 0.31 in)
eMMC 4.5,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,,"Li-Po 2000 mAh, removable",,Up to 22 h (2G) / Up to 12 h (3G),720p@30fps,,Adreno 304,microSDXC,Qualcomm MSM8909 Snapdragon 210 (28 nm),,,,GSM / HSPA / LTE,"2015, July. Released 2015, August",IPS LCD,Android 5.0 (Lollipop),5 MP,,,BLU,,,,,Stereo FM radio,Quad-core 1.1 GHz Cortex-A7,,,Up to 800 h (2G) / Up to 700 h (3G),157 g (5.54 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)",8GB 1GB RAM,"5 MP, AF",,"5.0 inches, 68.9 cm2(~67.1% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c55.jpg,microUSB 2.0,"Accelerometer, proximity, gravity",,BLU Studio C 5 + 5 LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, White, Gold","2, 4, 7, 17","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in)
HSDPA 850 / 1900 / 2100 - D890L,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,,"Li-Po 2000 mAh, removable",,Up to 24 h (2G) / Up to 12 h (3G),720p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6582 (28 nm),,,,GSM / HSPA,"2015, July. Released 2015, July",IPS LCD,Android 5.0 (Lollipop),5 MP,,,BLU,,,,,Stereo FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 900 h (2G) / Up to 750 h (3G),157 g (5.54 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)",8GB 1GB RAM,"5 MP, AF",,"5.0 inches, 68.9 cm2(~67.1% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c55.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Studio C 5 + 5,HSDPA 850 / 1700(AWS) / 1900 - D890U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Blue, Gold, Green, Orange, Pink, White",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in)
