,CPU,Single,Internal,Model Image,SIM,WLAN,Price,Dimensions,_3,_4,Performance,128GB 8GB RAM,Battery (new),Dual,Camera,Dual_1,NFC,Infrared port,Quad,OS,4G bands,USB,Protection,Video,_5,5G bands,Size,Speed,Card slot,3G bands,2G bands,64GB 3GB RAM,Positioning,Announced,Type,Video_1,Type_1,Build,256GB 8GB RAM,SAR,Bluetooth,Loudspeaker_1,512GB 8GB RAM,Radio,Chipset,256GB 12GB RAM,Display,Features,Sensors,Technology,Colors,Weight,Status,Features_1,Single_1,Loudspeaker,Models,Charging,_1,Battery (old),GPU,_2,64GB 4GB RAM,3.5mm jack,Resolution,Model Name,Brand,Triple
"IP53, dust and splash resistant",Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"50 MP, f/1.6, (wide), 1/2.55"", AF0.08 MP (auxiliary lens)","128GB 4GB RAM, 128GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-30-5g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 140 EUR,168.5 x 76.5 x 9.2 mm (6.63 x 3.01 x 0.36 in),,,,,,,,,No,,,"Android 13, XOS 13",LTE,USB Type-C 2.0,,"1440p@30fps, 1080p@30fps",,"1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA","6.78 inches, 109.2 cm2(~84.7% screen-to-body ratio)","HSPA, LTE, 5G",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,"GPS, GLONASS, GALILEO, BDS","2023, July 14","IPS LCD, 120Hz, 580 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,"5.1, A2DP, LE",,,FM radio,Mediatek Dimensity 6020 (7 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE / 5G,"Knight Black, Aurora Blue",215 g (7.58 oz),"Available. Released 2023, July 18",Dual-LED flash,"8 MP, f/2.0, (wide)","Yes, with stereo speakers",X6832,18W wired,,,Mali-G57 MC2,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Hot 30 5G,Infinix,
"IP53, dust and splash resistant (region dependent)",Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"32 MP, f/2.5, (wide)","256GB 8GB RAM, 256GB 12GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-x6710-note-30-vip.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band",About 280 EUR,162.7 x 75.9 x 8.2 mm (6.41 x 2.99 x 0.32 in),,,,,,,,,Yes (market/region dependent),,,"Android 13, XOS 13","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",,"4K@30fps, 1080p@30/60fps",,"1, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","6.67 inches, 107.4 cm2(~87.0% screen-to-body ratio)","HSPA, LTE, 5G",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, June 12","AMOLED, 1B colors, 120Hz, 900 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, glass back",,,Yes,,,FM radio,Mediatek Dimensity 8050 (6 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE / 5G,"Magic Black, Glacier White, Racing Edition",190 g (6.70 oz),"Available. Released 2023, June 13",Dual-LED flash,,"Yes, with stereo speakers",X6710,"68W wired, PD3.0, PPS, 80% in 30 min, bypass charging50W wireless, 50% in 30 minReverse wiredReverse wireless",UFS 3.1,,Mali-G77 MC9,Tuned by JBL24-bit/192kHz Hi-Res audio,,Yes,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Infinix Note 30 VIP,Infinix,"108 MP, f/1.8, (wide), 1/1.67"", PDAF2 MP, f/2.42 MP, f/2.4"
eMMC 5.1,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),"8 MP, f/2.0, (wide)","128GB 4GB RAM, 128GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-30-play-nfc.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,170.6 x 77.5 x 8.6 mm (6.72 x 3.05 x 0.34 in),,,,,,"16 MP, f/1.8, (wide), PDAFQVGA",,,Yes,,,"Android 13, XOS 12.6","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.82 inches, 110.5 cm2(~83.5% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, May 22","IPS LCD, 90Hz, 500 nits (peak)",1080p@30fps,6000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Mediatek MT6765 Helio G37 (12 nm),,,"Dual-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Mirage Black, Blade White, Bora Purple",205 g (7.23 oz),"Available. Released 2023, May 22","Dual-LED flash, HDR",,Yes,"X6835B, X6835",18W wired,,,PowerVR GE8320,,,Yes,720 x 1640 pixels (~263 ppi density),Infinix Hot 30 Play NFC,Infinix,
IP53,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"32 MP, f/2.0, (wide), 1/2.8""",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-30-pro.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,162.7 x 76 x 8.2 mm (6.41 x 2.99 x 0.32 in),,,,,,,,,Yes (market/region dependent),,,"Android 13, XOS 13","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30fps",,,"6.67 inches, 107.4 cm2(~86.9% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, May 22","AMOLED, 1B colors, 120Hz, 900 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, glass back",,,Yes,,,FM radio,Mediatek Helio G99 (6 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Magic Black, Variable Gold",203 g (7.16 oz),"Available. Released 2023, May 22","LED flash, HDR",,"Yes, with dual speakers",X678B,"68W wired, PD3.0, 80% in 30 min15W wirelessReverse wireless",UFS 2.2,,Mali-G57 MC2,Tuned by JBL24-bit/192kHz Hi-Res audio,,Yes,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Infinix Note 30 Pro,Infinix,"108 MP, (wide), 1/1.67"", PDAF2 MP, (macro)2 MP, (depth)"
HSDPA 850 / 900 / 1700 / 1900 / 2100,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"16 MP, f/2.0, (wide)","128GB 8GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-note30-4g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,168.6 x 76.6 x 8.6 mm (6.64 x 3.02 x 0.34 in),"1, 3, 7, 8, 20, 28",UFS,"AnTuTu: 374263 (v9)GeekBench: 1792 (v5.5), 1971 (v6.0)GFXBench: 12fps (ES 3.1 onscreen)",,,,Photo/Video,,Yes (market/region dependent),,,Android 13,"1, 3, 5, 8, 38, 40, 41","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30/60fps",Tuned by JBL,,"6.78 inches, 109.2 cm2(~84.5% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, May 22","IPS LCD, 120Hz, 580 nits (peak)","1440p@30fps, 1080p@30/60fps",5000 mAh,"Glass front, plastic frame, glass or leather back",,,Yes,-26.9 LUFS (Good),,FM radio,Mediatek Helio G99 (6 nm),,Contrast ratio: 1521:1 (nominal),"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Obsidian Black, Interstellar Blue, Sunset Gold",219 g (7.72 oz),"Available. Released 2023, May 22","LED flash, HDR",,"Yes, with stereo speakers","X6833B, X6716B",45W wired,HSDPA 900 / 2100,Endurance rating 119h,Mali-G57 MC2,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Note 30,Infinix,"64 MP, f/1.7, (wide), 1/2.0"", 0.7µm, PDAF2 MP, f/2.4, (depth)QVGA"
Tuned by JBL24-bit/192kHz Hi-Res audio,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"16 MP, f/2.0, (wide)","128GB 4GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-note-30-5g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,168.5 x 76.5 x 8.5 mm (6.63 x 3.01 x 0.33 in),,,,,,,,,Yes,,,Android 13,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30/60fps",,"1, 3, 5, 7, 8, 12, 22, 28, 38, 40, 41, 66, 77, 78","6.78 inches, 109.2 cm2(~84.7% screen-to-body ratio)","HSPA, LTE, 5G",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, May 22","IPS LCD, 120Hz, 580 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, glass or leather back",,,Yes,,,FM radio,Mediatek Dimensity 6080 (6 nm),,"1521:1 contrast ratio, 607 nits max brightness (measured)","Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE / 5G,"Magic Black, Interstellar Blue, Sunset Gold",205 g (7.23 oz),"Available. Released 2023, May 22","Dual-LED flash, HDR",,"Yes, with dual speakers",X6711,"45W wired, bypass charging",,,Mali-G57 MC2,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Note 30 5G,Infinix,"108 MP, f/1.75, 26mm (wide), 1/1.67"", 0.64µm, PDAF2 MP, f/2.4, (depth)QVGA"
"IP53, dust and splash resistant",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"16 MP, f/2.0",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-30i.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,164.5 x 76.7 x 8.2 mm (6.48 x 3.02 x 0.32 in),,,,,,"64 MP, f/1.7, (wide), 1/2.0"", PDAFQVGA",,,Yes (market/region dependent),,,"Android 13, XOS 13",LTE,"USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30fps",,,"6.66 inches, 107.1 cm2(~84.9% screen-to-body ratio)","HSPA, LTE",Unspecified,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, May 16",AMOLED,1080p@30fps,5000 mAh,"Glass front, plastic frame, glass back or eco leather back",,,Yes,,,FM radio,Mediatek MT6769 Helio G85 (12 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Variable Gold, Obsidian Black, Impression Green",198 g (6.98 oz),"Available. Released 2023, June",Dual-LED flash,,"Yes, with dual speakers",X6716,"33W wired, PD3.0, 95% in 60 minReverse wired",Sound by JBL,,Mali-G52 MC2,,,Yes,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Infinix Note 30i,Infinix,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,Octa-core 1.6 GHz,"8 MP, f/2.00.08 MP (auxiliary lens)",64GB 2GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart7-hd.jpg,Nano-SIM + Nano-SIM,Wi-Fi 802.11 b/g/n,About 110 EUR,163.9 x 75.5 x 8.7 mm (6.45 x 2.97 x 0.34 in),,,,,,,,,No,,,Android 12 (Go edition),"1, 3, 5, 8, 38, 40, 41","microUSB 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, April 14","IPS LCD, 500 nits",720p@30fps,5000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,,,,"Dual-LED flash, HDR, panorama","Fingerprint (rear-mounted), accelerometer, proximity",GSM / HSPA / LTE,"Ink Black, Silk Blue, Jade White, Green Apple",196.5 g (6.95 oz),"Available. Released 2023, April 14",LED flash,"5 MP, f/2.0",Yes,X6516,10W wired,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,UFS 2.1,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 7 HD,Infinix,
UFS 2.2,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),"13 MP, f/1.9, (wide), AF0.08 MP (auxiliary lens)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-30i.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","₹ 8,699",164 x 75.8 x 8.4 mm (6.46 x 2.98 x 0.33 in),,,,,,,,,Yes (Hot 30i NFC only),,,"Android 12, XOS 10.6","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.56 inches, 103.4 cm2(~83.2% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, March 31","IPS LCD, 90Hz, 500 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Unisoc T606 (12 nm),,,"Dual-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Mirror Black, Glacier Blue, Diamond White, Marigold",191 g (6.74 oz),"Available. Released 2023, March 31",Dual-LED flash,"8 MP, f/2.0, (wide)",Yes,"X669, X669C, X669D",18W wired,,,Mali-G57 MP1,,"₹ 8,699",Yes,"720 x 1612 pixels, 20:9 ratio (~269 ppi density)",Infinix Hot 30i,Infinix,
24-bit/192kHz Hi-Res audio,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"50 MP, f/1.6, (wide), 1/2.55"", AF0.08 MP (auxiliary lens)","128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-30.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,168.7 x 76.6 x 8.4 mm (6.64 x 3.02 x 0.33 in),,,,,,,,,Yes,,,"Android 13, XOS 12.6","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30fps",,,"6.78 inches, 109.2 cm2(~84.5% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, March 31","IPS LCD, 90Hz, 500 nits (typ), 600 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Mediatek MT6769H Helio G88 (12 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Racing Black, Surfing Green, Sonic White, Free Fire",196 g (6.91 oz),"Available. Released 2023, March 31",Dual-LED flash,"8 MP, f/2.5, (wide)","Yes, with stereo speakers",X6831,"33W wired, 55% in 30 min",,,Mali-G52 MC2,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Hot 30,Infinix,
eMMC 5.1,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),5 MP,"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-7-india.jpg,Nano-SIM + Nano-SIM,Wi-Fi 802.11 b/g/n,About 80 EUR,164.2 x 75.6 x 9.4 mm (6.46 x 2.98 x 0.37 in),,,,,,"13 MP, AF0.3 MP, (depth)",,,No,,,"Android 12, XOS 12","1, 3, 5, 8, 38, 40, 41",USB Type-C 2.0,,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.3% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, February 22","IPS LCD, 500 nits",720p@30fps,6000 mAh,"Glass front, plastic back, plastic frame",,,"4.2, A2DP",,,Unspecified,Unisoc SC9863A1 (28 nm),,,"Dual-LED flash, HDR, panorama","Fingerprint (rear-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Azure Blue, Emerald Green, Night Black",207 g (7.30 oz),"Available. Released 2023, February 27",LED flash,,Yes,X6517,10W wired,,,IMG8322,,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 7 (India),Infinix,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,5 MP,"64GB 3GB RAM, 64GB 4GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-7.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 90 EUR,163.8 x 75.6 x 8.7 mm (6.45 x 2.98 x 0.34 in),,,,,,"13 MP, AF0.3 MP, (depth)",,,No,,,Android 12,"1, 3, 5, 8, 38, 40, 41","microUSB 2.0, OTG",,1080p@30fps,,,"6.6 inches, 104.6 cm2(~84.5% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2023, February 09","IPS LCD, 500 nits",720p@30fps,5000 mAh,"Glass front, plastic back, plastic frame",,,"5.0, A2DP, LE",,,FM radio,,,,"Dual-LED flash, HDR, panorama","Fingerprint (rear-mounted), accelerometer, proximity",GSM / HSPA / LTE,"Polar Black, Coastal Green, Iceland White, Peacock Blue",188 g (6.63 oz),"Available. Released 2023, February 22",LED flash,,Yes,X6515,10W wired,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,eMMC 5.1,,Yes,"720 x 1612 pixels, 20:9 ratio (~267 ppi density)",Infinix Smart 7,Infinix,
24-bit/192kHz Hi-Res audio,Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55)Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55) - X6815D,"16 MP, f/2.0, (wide), 1/3"", 1.0µm",256GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-5g-2023-turbo.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band",About 250 EUR,168.7 x 76.5 x 8.9 mm (6.64 x 3.01 x 0.35 in),,,,,,,,,Yes,,,"Android 12, upgradable to Android 13, XOS 13","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66","USB Type-C 2.0, OTG",,"4K@30fps, 1080p@30/60fps",,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA/Sub6","6.78 inches, 109.2 cm2(~84.6% screen-to-body ratio)","HSPA, LTE, 5G",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2022, November 08","IPS LCD, 120Hz, 500 nits (peak)",1080p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Mediatek Dimensity 1080Mediatek Dimensity 920 (6 nm) - X6815D,,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE / 5G,"Pearly White, Coral Orange, Submarine Black",201 g (7.09 oz),"Available. Released 2022, December 01",Dual-LED flash,,Yes,"X6815C, X6815D",33W wired,,,Mali-G68 MC4,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Zero 5G 2023,Infinix,"50 MP, f/1.6, (wide), PDAF2 MP, (macro)2 MP, (depth)"
HSDPA 850 / 900 / 2100,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),8 MP,"64GB 4GB RAM, 128GB 4GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot20-play.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 130 EUR,171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in),,,,,,"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AFQVGA",,,No,,,"Android 12, XOS 10.6","1, 2, 3, 4, 5, 7, 8, 20, 28A, 28, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.82 inches, 110.5 cm2(~82.8% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2022, October 13","IPS LCD, 90Hz, 500 nits (peak)",1080p@30fps,6000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Mediatek MT6765 Helio G37 (12 nm),,,Quad-LED flash,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Racing Black, Luna Blue, Aurora Green, Fantasy Purple",209.6 g (7.41 oz),"Available. Released 2022, October 13",Dual-LED flash,,Yes,X6825,18W wired5W reverse wired,"1, 3, 5, 8, 38, 40, 41",,PowerVR GE8320,,,Yes,720 x 1640 pixels (~263 ppi density),Infinix Hot 20 Play,Infinix,
HSDPA 850 / 900 / 2100,Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),8 MP,128GB 8GB RAM,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot20s.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,168.7 x 76.8 x 8.5 mm (6.64 x 3.02 x 0.33 in),,,,,,,,,No,,,"Android 12, XOS 12","1, 2, 3, 4, 5, 7, 8, 20, 28A, 28, 38, 40, 41","USB Type-C 2.0, OTG",,"1440p@30fps, 1080p@30fps",,,"6.78 inches, 109.2 cm2(~84.3% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2022, October 13","IPS LCD, 120Hz, 500 nits",1080p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Mediatek MT6781 Helio G96 (12 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Sonic Black, Tempo Blue, Fantasy Purple, Light-rider White (Neon Edition)",202 g (7.13 oz),"Available. Released 2022, October 13",Dual-LED flash,,"Yes, with stereo speakers",X6827,18W wired5W reverse wired,"1, 3, 5, 8, 38, 40, 41",,Mali-G57 MC2,,,Yes,1080 x 2460 pixels (~396 ppi density),Infinix Hot 20S,Infinix,"50 MP, f/1.6, (wide), PDAF2 MP, (macro)2 MP, (depth)"
HSDPA 850 / 900 / 2100,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"8 MP, f/2.0, (wide)","128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-hot20-4g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 190 EUR,170.7 x 77.4 x 8.3 mm (6.72 x 3.05 x 0.33 in),,,,,,"50 MP, f/1.6, (wide), PDAFQVGA",,,Yes (except 128/4 option),,,"Android 12, XOS 12","1, 2, 3, 4, 5, 7, 8, 20, 28A, 28, 38, 40, 41","USB Type-C 2.0, OTG",,1080p@30fps,,,"6.82 inches, 110.5 cm2(~83.6% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2022, October 13","IPS LCD, 90Hz",1080p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,"5.0, A2DP, LE",,,FM radio,Mediatek MT6769Z Helio G85 (12 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, proximity, compass",GSM / HSPA / LTE,"Sonic Black, Legend White, Tempo Blue, Fantasy Purple",198 g (6.98 oz),"Available. Released 2022, October 13",Dual-LED flash,,"Yes, with stereo speakers","X6826, X6826B, X6826C",18W wired5W reverse wired,"1, 3, 5, 8, 38, 40, 41",,Mali-G52 MC2,,,Yes,720 x 1640 pixels (~263 ppi density),Infinix Hot 20,Infinix,
HSDPA 850 / 900 / 2100,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"16 MP, (wide)","128GB 8GB RAM, 256GB 8GB RAM",https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-pro-4g.jpg,Nano-SIM + Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 220 EUR,164.4 x 76.5 x 7.8 mm (6.47 x 3.01 x 0.31 in),,,,,,,,,Yes,,,"Android 12, XOS 10.6","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","USB Type-C 2.0, OTG",,1440p@30fps,,,"6.7 inches, 108.4 cm2(~86.2% screen-to-body ratio)","HSPA, LTE",microSDXC (dedicated slot),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,GPS,"2022, October 06",AMOLED,1440p@30fps,5000 mAh,"Glass front, plastic frame, plastic back",,,Yes,,,FM radio,Mediatek Helio G99 (6 nm),,,"Quad-LED flash, HDR, panorama","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",GSM / HSPA / LTE,"Volcanic Grey, Tuscany Blue, Alpine White",195 g (6.88 oz),"Available. Released 2022, October 06",,,"Yes, with dual speakers",X676C,33W wired,"1, 3, 5, 8, 38, 40, 41",,Mali-G57 MC2,24-bit/192kHz Hi-Res audio,,Yes,"1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Infinix Note 12 (2023),Infinix,"50 MP, f/1.6, (wide), PDAF2 MP, f/2.4, (depth)QVGA"
