,CPU,Features,Stand-by,Camera,Single_1,Alert types,OS,Loudspeaker,Bluetooth,SAR EU,Games,Stand-by_1,_2,Price,_3,3.5mm jack,Keyboard,SIM,Single,Weight,Chipset,Loudspeaker_1,Call records,Status,WLAN,Infrared port,Talk time_1,2G bands,Battery (old),Display,Browser,Resolution,Talk time,Card slot,Alarm,Speed,Announced,Video_1,Technology,_1,SAR,Clock,Brand,Protection,GPU,Audio quality,Model Image,Size,Model Name,Music play,Messaging,Colors,Type,Phonebook,GPRS,Dimensions,Internal,USB,EDGE,Positioning,Radio,3G bands,Models,Video,Type_1,_4,Sensors,Java
"Second external 65K colors display (101 x 80 pixels)Wallpapers, screensavers",,"rotating lens, LED flash",Up to 240 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones",,No,1.1,1.05 W/kg (head),Yes + downloadable,,MP3/MP4 playerPredictive text inputPhoto editorOrganizerVoice memo,,,No,,Mini-SIM,1.3 MP,128 g (4.52 oz),,,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,176 x 220 pixels (~128 ppi density),Up to 10 h,"Memory Stick Duo Pro, 64 MB included",,"Yes, 384 kbps","2005, Q1",,GSM / UMTS,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snz800.gif,"2.2 inches, 35 x 44 mm, 15.2 cm2(~30.5% screen-to-body ratio)",Sony Ericsson Z800,,"SMS, EMS, MMS, Email, Instant Messaging",,"TFT, 256K colors",Photo call,,102 x 49 x 23.6 mm (4.02 x 1.93 x 0.93 in),,miniUSB,,No,No,UMTS 2100,,No,Removable Li-Ion 900 mAh battery (BST-33),,,Yes
"Wallpapers, 3D animations and pictures",,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,No,No,0.96 W/kg (head),2 - Darts and TicTacToe + downloadable,,MP3/MP4 playerSyncMLPredictive text inputOrganizerPhoto editorVoice dialVoice memo,About 90 EUR,,No,,Mini-SIM,VGA,85 g (3.00 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",Up to 7 h,No,,,"2004, Q4",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snk300.gif,"1.6 inches, 29 x 29 mm, 8.3 cm2(~18.3% screen-to-body ratio)",Sony Ericsson K300,,"SMS, EMS, MMS, Email, Instant Messaging",2 - Visual Blue and Smooth Silver,"CSTN, 65K colors","500 x 8 fields, Photo call",Class 8,99.9 x 45.2 x 19.4 mm (3.93 x 1.78 x 0.76 in),12MB,Proprietary,No,No,No,,,Yes,Removable Li-Ion 670 mAh battery (BST-30),,,"Yes, MIDP 2.0"
"Wallpapers, themes",,,Up to 200 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,"3 - Black Deal, Casino Wheels and Deep Abyss",,Ringtones can be assigned to phonebook entries,About 40 EUR,Predictive text inputOrganizerNokia Smart messagingStopwatch,No,,Mini-SIM,,74 g (2.61 oz),,,"10 dialed, 20 received and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 1.2.1,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",Up to 3 h 30 min,No,,,"2004, Q4",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snj200.gif,"1.6 inches, 8.3 cm2(~19.0% screen-to-body ratio)",Sony Ericsson J200,,"SMS, EMS",,"STN, 4096 colors","200 entries, Picture call",Class 8,101 x 43 x 19 mm (3.98 x 1.69 x 0.75 in),600 KB,,No,No,No,,,,Removable Li-Ion 670 mAh battery,,,No
GSM 850 / 1900 - T290a,,,Up to 300 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,No,0.75 W/kg (head),2 - Deep Abyss and Five Stones + Downloadable,,No,About 40 EUR,Ringtones can be assigned to phonebook entries,No,,Mini-SIM,,73 g (2.57 oz),,,"10 dialed, 20 received and missed calls",Discontinued,No,,,GSM 900 / 1800 - T290i,,,WAP 1.2.1,101 x 80 pixels (~89 ppi density),Up to 12 h,No,,,"2004, Q4",,GSM,"Wallpapers, themes",1.17 W/kg (head)     0.75 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt290.gif,"1.45 inches, 6.6 cm2(~14.9% screen-to-body ratio)",Sony Ericsson T290,,"SMS, EMS, MMS, Email",,"STN, 4096 colors","250 entries x 5 fields, Picture call",Class 8,101 x 44 x 19 mm (3.98 x 1.73 x 0.75 in),400 KB,Proprietary,No,No,No,,,,Removable Li-Ion 700 mAh battery (BST-30),Predictive text inputOrganizerVoice controlVoice memo,,No
"Second external displayWallpapers, screensavers",,"rotating lens, LED flash",Up to 240 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones (limited), composer",,No,1.1,1.05 W/kg (head),Yes + downloadable,,MP3/MP4 playerPredictive text inputPhoto editorOrganizerVoice memo,,,No,,Mini-SIM,1.3 MP,128 g (4.52 oz),,,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,176 x 220 pixels (~128 ppi density),Up to 10 h,Memory Stick Duo Pro,,"Yes, 384 kbps","2004, Q3",,GSM / UMTS,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snv800.gif,"2.2 inches, 35 x 44 mm, 15.2 cm2(~30.5% screen-to-body ratio)",Sony Ericsson V800,,"SMS, EMS, MMS, Email, Instant Messaging","Ebony Black, Ceramic White, Pure Copper","TFT, 256K colors",Photo call,,102 x 49 x 24 mm (4.02 x 1.93 x 0.94 in),7MB,miniUSB,,No,No,UMTS 2100,,No,Removable Li-Ion battery,,,Yes
GSM 850 / 1800 / 1900 - P910a,32-bit Philips Nexperia PNX4000 156 MHz,,Up to 400 h,,,Vibration; Downloadable polyphonic ringtones,"Symbian 7.0, UIQ v2.1 UI",No,1.1,0.88 W/kg (head),,,No,,MP4/MP3 playerPredictive text inputSync MLOrganizer,No,QWERTY,Mini-SIM,VGA,150 g (5.29 oz),,,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900 - P910i,,,"WAP 2.0/xHTML, HTML","208 x 320 pixels, 3:2 ratio (~132 ppi density)",Up to 13 h,"Memory Stick Duo Pro, up to 2 GB, 32 MB included",,,"2004, Q3",,GSM,Handwriting recognitionJogDial,1.50 W/kg (head)     0.97 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snp910.gif,"2.9 inches, 40 x 62 mm, 24.8 cm2(~37.2% screen-to-body ratio)",Sony Ericsson P910,,,Urban Grey,"TFT resistive touchscreen, 256K colors",,Class 8,115 x 58 x 26 mm (4.53 x 2.28 x 1.02 in),64MB,Proprietary,No,No,No,,,Yes,Removable Li-Po 1000 mAh battery (BST-15),,,
"180 deg swivelWallpapers, screensavers",,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,No,1.1,0.88 W/kg (head),Yes + downloadable,,MP3/MP4 playerPredictive text inputOrganizerSyncMLVoice dial/mail,,,No,,Mini-SIM,1.3 MP,137 g (4.83 oz),,,Yes,Discontinued,No,Yes,,GSM 850 / 1800 / 1900,,,WAP 2.0/xHTML,"240 x 320 pixels, 4:3 ratio (~174 ppi density)",Up to 7h,Memory Stick Duo,,,"2004, Q3",,GSM,No,0.88 W/kg (head)     0.58 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sns710.gif,"2.3 inches, 35 x 46 mm, 16.4 cm2(~31.1% screen-to-body ratio)",Sony Ericsson S710,,"SMS, EMS, MMS, Email",Onyx Black,"TFT, 256K colors",Yes,Class 10,107.5 x 49 x 24.5 mm (4.23 x 1.93 x 0.96 in),32MB,Proprietary,Class 6,No,No,,,Yes,Removable Li-Ion 780 mAh battery,,,Yes
"Wallpapers, 3D animations and pictures",,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,No,No,0.88 W/kg (head),Yes + downloadable,,MP3/MP4 playerSync MLPredictive text inputOrganizerPhoto editorVoice dialVoice memo,,,No,,Mini-SIM,VGA,88 g (3.10 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,128 x 160 pixels (~108 ppi density),Up to 7 h,No,,,"2004, Q3",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k508.gif,"1.9 inches, 30 x 37 mm, 11.4 cm2(~24.2% screen-to-body ratio)",Sony Ericsson K508,,"SMS, EMS, MMS, Email, Instant Messaging","2 - Lunar Silver, Twilight Black","TFT, 65K colors","8 fields, 510 items, Photo call",Class 10,103 x 45.5 x 19.5 mm (4.06 x 1.79 x 0.77 in),12MB,Proprietary,No,No,No,,,Yes,Removable Li-Ion 700 mAh battery (BST-30),,,"Yes, MIDP 2.0"
"Wallpapers, 3D animations and pictures",,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,No,No,0.53 W/kg (head),Yes + downloadable,,MP3/MP4 playerSyncMLPredictive text inputOrganizerPhoto editorVoice dialVoice memo,,,No,,Mini-SIM,VGA,80 g (2.82 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,128 x 160 pixels (~108 ppi density),Up to 7 h,No,,,"2004, Q3",,GSM,No,0.65 W/kg (head)     1.39 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snk500.gif,"1.9 inches, 30 x 37 mm, 11.4 cm2(~24.2% screen-to-body ratio)",Sony Ericsson K500,,"SMS, EMS, MMS, Email, Instant Messaging","2 - Virtual Silver, Cosmetic Blue","TFT, 65K colors","8 fields, 510 items, Photo call",Class 10,102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in),12MB,Proprietary,No,No,No,,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
"Wallpapers, 3D animations and pictures",,,Up to 300 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,0.82 W/kg (head),Yes + downloadable,,MP3/MP4 playerPredictive text inputOrganizerPhoto editorVoice dial,,,No,,Mini-SIM,VGA,80 g (2.82 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,128 x 160 pixels (~108 ppi density),Up to 7 h,No,,,"2004, Q2",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snf500i.gif,"1.9 inches, 30 x 37 mm, 11.4 cm2(~24.2% screen-to-body ratio)",Sony Ericsson F500i,,"SMS, EMS, MMS, Email, Instant Messaging",3,"TFT, 65K colors","500 x 8 fields, Photo call",Class 10,102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in),12MB,,No,No,No,,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
"180 deg swivelWallpapers, screensavers",,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,No,1.1,0.73 W/kg (head),"3 - Darts, Extreme AirShow, Tennis + downloadable",,No,,MP3/MP4 playerPredictive text inputSyncMLOrganizerVoice commandVoice memo,No,,Mini-SIM,1.3 MP,137 g (4.83 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,"240 x 320 pixels, 4:3 ratio (~174 ppi density)",Up to 7 h,"Memory Stick Duo, up to 128 MB",,,"2004, March",,GSM,30 voice dial slots,0.42 W/kg (head)     0.16 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sns700.gif,"2.3 inches, 35 x 46 mm, 16.4 cm2(~31.2% screen-to-body ratio)",Sony Ericsson S700,,"SMS, EMS, MMS, Email",,"TFT, 256K colors","15 fields, 510 items, Photo call",Class 10,107 x 49 x 24 mm (4.21 x 1.93 x 0.94 in),32MB,Proprietary,No,No,FM radio,,,Yes,Removable Li-Ion battery,,,Yes
"Wallpapers, screensavers",,LED flash,Up to 360 h,,,"Vibration; Downloadable polyphonic, MP3, recorded ringtones, composer",,Yes,1.1,0.48 W/kg (head),Yes + downloadable,,No,,SyncMLMP3 playerOrganizerPredictive text inputVoice dial/memoSync MLPhoto editor,No,,Mini-SIM,VGA,93 g (3.28 oz),Mediatek MT6592 (28 nm),,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,"176 x 220 pixels, 7 lines (~158 ppi density)",Up to 7 h,No,,,"2004, March",,GSM,50 voice dial slots,0.37 W/kg (head)     1.03 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snk700.gif,"1.78 inches, 10.0 cm2(~21.9% screen-to-body ratio)",Sony Ericsson K700,,"SMS, EMS, MMS, Email, Instant Messaging","Optic Silver, Blue Tinted Silver","TFT, 65K colors","15 fields, 510 items, Photo call",Class 10,99 x 46 x 19 mm (3.90 x 1.81 x 0.75 in),41MB,Proprietary,No,No,FM radio,,,Yes,Removable Li-Po battery,,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - Z500a,,,Up to 260 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,0.84 W/kg (head),Java,,No,,Push to talk (VoIP service)Exchangeable coversOrganizer,No,,Mini-SIM,VGA,110 g (3.88 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900 - Z500i,,,WAP 2.0/xHTML,128 x 160 pixels,Up to 10 h,No,,,"2004, March",,GSM,"Second external display  4096 colorsWallpapers, screensavers",1.45 W/kg (head)     0.97 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snz500.gif,,Sony Ericsson Z500,,"SMS, EMS, MMS, Email, Instant Messaging",,"CSTN, 65K colors","500 x 8 fields, Photo call",Class 10,93 x 49 x 24 mm (3.66 x 1.93 x 0.94 in),,,Class 6,No,No,,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - Sony Ericsson T637,,,Up to 315 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,1.0b,0.73 W/kg (head),"Embedded (AlienScum, HoneyCave2, Minigolf, Vrally2) + downloadable",,300 organizer entries,,No,No,,Mini-SIM,CIF,92 g (3.25 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,128 x 160 pixels (~115 ppi density),Up to 14 h,No,,,"2003, Q4",,GSM,"Wallpapers, screensavers",1.18 W/kg (head)     0.75 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt630.gif,"1.78 inches, 10.0 cm2(~22.7% screen-to-body ratio)",Sony Ericsson T630,,"SMS, EMS, MMS, Email, Instant Messaging","Frosty Silver, Black","TFT, 65K colors","8 fields, 510 items, Photo call",Class 8,102 x 43 x 17 mm (4.02 x 1.69 x 0.67 in),2MB,Proprietary,No,No,No,,,No,Removable Li-Po 750 mAh battery,Predictive text inputOrganizerVoice memo,,Yes
Stylus,32-bit Philips Nexperia PNX4000 156 MHz,,Up to 480 h,,,"Vibration; Downloadable polyphonic ringtones, composer","Symbian 7.0, UIQ v2.1 UI",No,Yes,0.91 W/kg (head),,,No,,MP4/MP3 playerPredictive text inputOrganizerVoice mail,No,,Mini-SIM,VGA,150 g (5.29 oz),,,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, iMode. HTML","208 x 320 pixels, 3:2 ratio (~132 ppi density)",Up to 16 h,"Memory Stick Duo, up to 128 MB, 32 MB included",,,"2003, Q4",,GSM,JogDialImage handling,1.01 W/kg (head)     0.45 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snp900.gif,"2.9 inches, 40 x 62 mm, 24.8 cm2(~37.8% screen-to-body ratio)",Sony Ericsson P900,,,Urban Grey,"TFT resistive touchscreen, 65K colors",,Class 8,115 x 57 x 24 mm (4.53 x 2.24 x 0.94 in),16MB,Proprietary,No,No,No,,,Yes,Removable Li-Po 1000 mAh battery,,,
"Second external displayWallpapers, screensavers",,,Up to 200 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,1.0b,0.16 W/kg (head),"AlienScum, HoneyCave2, Minigolf, V-Rally2 + Mophun",,Ringtones can be assigned to phonebook entries,,Predictive text inputSync MLOrganizerVoice memoExchangeable front and back covers,No,,Mini-SIM,CIF,110 g (3.88 oz),,,"20 dialed, 20 received, 20 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,128 x 160 pixels,Up to 6 h,No,,,"2003, Q3",,GSM,No,0.39 W/kg (head)     0.84 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snz600.gif,,Sony Ericsson Z600,,"SMS, EMS, MMS, Email",,"TFD, 65K colors","500 x 8 fields, Photo call",Yes,90 x 48 x 28 mm (3.54 x 1.89 x 1.10 in),1.5MB,,No,No,No,,,No,Removable Li-Ion 780 mAh battery (BST-27),,,Yes
"Second external monochrome displayWallpapers, screensavers5-way navigation keyMenu shortcutsDownloadable wallpapers",,,Up to 200 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,0.94 W/kg (head),"3 - Mini-golf, AlienScum and HoneyCave 2",,Predictive text inputOrganizerStopwatchExchangeable front cover (2 faceplates included),,,No,,Mini-SIM,,98 g (3.46 oz),,,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 1.2.1,"128 x 128 pixels, 1:1 ratio",Up to 4 h 30 min,No,,,"2003, Q3",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snz200.gif,,Sony Ericsson Z200,,"SMS, EMS","4 - Velvet Blue, Cosmo Silver, Frosty White, Pulse Red","STN, 4096 colors","300 entries, Photo call",Class 8,96 x 52 x 25 mm (3.78 x 2.05 x 0.98 in),,,No,No,No,,,,Removable Li-Ion battery,,,No
"Wallpapers, themes",,,Up to 275 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,0.74 W/kg (head),"Yes - VRally Racing 2, Deep Abyss + downloadable",,Ringtones can be assigned to phonebook entries,,Predictive text inputOrganizerVoice memoOptional digital camera,No,,Mini-SIM,,79 g (2.79 oz),,,"10 dialed, 20 received and missed calls",Discontinued,No,,,GSM 900 / 1800,,,WAP 1.2.1,101 x 80 pixels (~86 ppi density),Up to 7 h 30 min,No,Yes,,"2003, Q3",,GSM,No,,Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt220.gif,"1.5 inches, 7.1 cm2(~15.9% screen-to-body ratio)",Sony Ericsson T230,,"SMS, EMS, MMS, Email","2 - Blade Gray, Steel Blue","STN, 4096 colors","250 entries, Photo call",Class 4,101 x 44 x 19 mm (3.98 x 1.73 x 0.75 in),,,No,No,No,,,,Removable Li-Ion 670 mAh battery (BST-30),,,No
"Second display 101 x 80 pixels, 4-level grey scaleWallpapers, screensavers",,,Up to 450 h,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,No,1.1,1.41 W/kg (head),Yes + downloadable,,,,,No,,Mini-SIM,"2 VGA cameras, video",144 g (5.08 oz),,,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800,,,WAP 2.0/xHTML,176 x 220 pixels (~128 ppi density),Up to 4 h,"Memory Stick Duo, up to 128 MB, 16 MB included",Yes,"Yes, 384 kbps","2003, Q4",,GSM / UMTS,MP3/MP4 playerSyncMLPredictive text inputOrganizer,,Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snz1010.gif,"2.2 inches, 35 x 44 mm, 15.2 cm2(~28.4% screen-to-body ratio)",Sony Ericsson Z1010,,"SMS, EMS, MMS, Email, Instant Messaging",,"TFT, 65K colors","10 fields, in shared memory, Photo call",,98.5 x 54.5 x 29 mm (3.88 x 2.15 x 1.14 in),32MB,miniUSB,,No,No,UMTS 2100,,Yes,Removable Li-Po 1000 mAh battery (BST-15),,,"Yes, MIDP 2.0"
Wallpapers,,,Up to 310 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,1.0b,0.89 W/kg (head),"Deep Abyss, Five Stones, Minigolf and  downloadable",,No,,Ringtones can be assigned to phonebook entries,No,,Mini-SIM,CIF,95 g (3.35 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,128 x 160 pixels (~114 ppi density),Up to 14 h,No,Yes,,"2003, Q2",,GSM,300 organizer entries,1.21 W/kg (head)     0.97 W/kg (body),Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt610.gif,"1.8 inches, 10.2 cm2(~22.7% screen-to-body ratio)",Sony Ericsson T610,,"SMS, EMS, MMS, Email",3,"STN, 65K colors","8 fields, 510 items, Photo call",Class 8,102 x 44 x 19 mm (4.02 x 1.73 x 0.75 in),2MB,,No,No,No,,,No,Removable Li-Ion 770 mAh battery (BST-25),Predictive text inputOrganizerVoice memo,,Yes
Wallpapers,,,Up to 300 h,,,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,0.61 W/kg (head),Tony Hawk's Pro Skater + downloadable,,Ringtones can be assigned to phonebook entries,,Predictive text inputOrganizerVoice memo,No,,Mini-SIM,,97 g (3.42 oz),,,"30 received, dialed and missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,"101 x 80 pixels, 6 lines",Up to 7 h,No,Yes,,"2003, March",,GSM,No,0.35 W/kg (head)     0.38 W/kg (body),Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt310.gif,,Sony Ericsson T310,,"SMS, EMS, MMS, Email","3 -  Flaming Gold, Fashion Blue, Funky Purple","STN, 256 colors",250 x 8 fields,Class 4,104 x 49 x 19 mm (4.09 x 1.93 x 0.75 in),,,No,No,No,,,,Removable Li-Po battery,,,No
Blue backlightDownloadable pictures,,,Up to 275 h,,,Vibration; Downloadable monophonic ringtones,,No,No,,Yes,,No,,Ringtones can be assigned to phonebook entries,No,,Mini-SIM,,75 g (2.65 oz),,,"20 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800,,,WAP 1.2.1,,Up to 7 h 30 min,No,Yes,,"2003, Q2",,GSM,10 SMS templates,,Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt105.gif,1.4 inches,Sony Ericsson T105,,"SMS, EMS","2 - Steel Grey, Vibrant Turquoise","Grayscale graphics, 4 shades","100 entries, Photo call",No,99 x 43.5 x 17.7 mm (3.90 x 1.71 x 0.70 in),,,No,No,No,,,,Removable Li-Ion 700 mAh battery,Predictive text inputOrganizerPhoto editor,,No
Blue backlightDownloadable pictures,,,Up to 200 h,,,Vibration; Downloadable monophonic ringtones,,No,No,0.84 W/kg (head),Yes,,No,,Ringtones can be assigned to phonebook entries,No,,Mini-SIM,,75 g (2.65 oz),,,"20 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800,,,WAP 1.2.1,,Up to 4 h 30 min,No,Yes,,"2002, Q4",,GSM,10 SMS templates,,Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt100.gif,,Sony Ericsson T100,,"SMS, EMS","4 - Icy Blue, Gentle Gold, Fresh White, Soft Silver","Grayscale graphics, 4 shades","100 entries, Photo call",No,99 x 43.5 x 17.7 mm (3.90 x 1.71 x 0.70 in),,,No,No,No,,,,Removable Li-Po battery,Predictive text inputOrganizerStopwatchPhoto editor,,No
No,,,Up to 180 h,,,"Vibration; Monophonic ringtones, composer",,No,No,0.80 W/kg (head),"5 - Triango, CarRace, UnderAttack, MindPuzzle, BrickSmash",,,,,No,,Mini-SIM,,60 g (2.12 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,WAP 1.2.1,101 x 80 pixels,Up to 5 h,No,Yes,,"2002, Oct",,GSM,Predictive text inputOrganizerMobile chat,,Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt600.gif,,Sony Ericsson T600,,"SMS, EMS","3 - Moonlight silver, Marine Blue and Gold","Grayscale graphics, 4 shades","250 entries, contact groups",No,92 x 41 x 20 mm (3.62 x 1.61 x 0.79 in),,,No,No,No,,,,Removable Li-Po battery,,,No
Wallpapers,,,Up to 300 h,,,Vibration; Downloadable polyphonic ringtones,,No,No,1.20 W/kg (head),Erix + more downloadable,,Ringtones can be assigned to phonebook entries,,Predictive text inputOrganizerExchangeable covers,No,,Mini-SIM,,101 g (3.56 oz),,,Yes,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,WAP 2.0/xHTML,"101 x 80 pixels, 6 lines",Up to 7 h,No,Yes,,"2002, Oct",,GSM,No,,Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt300.gif,,Sony Ericsson T300,,"SMS, EMS, MMS, Email","3 -  Icy Blue, Midnight Red, Mystical Green","STN, 256 colors",250 x 3 numbers,Class 4,106 x 48 x 22 mm (4.17 x 1.89 x 0.87 in),,,No,No,No,,,,Removable Li-Ion 700 mAh battery (BST-22),,,No
Blue backlight,,,Up to 220 h,,,Vibration; Downloadable monophonic ringtones,,No,No,0.63 W/kg (head),5,,Ringtones can be assigned to phonebook entries,,Predictive text inputOrganizer,No,,Mini-SIM,,85 g (3.00 oz),,,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,WAP 1.2.1,,Up to 13 h,No,Yes,,"2002, Oct",,GSM,No,0.93 W/kg (head),Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snt200.gif,,Sony Ericsson T200,,"SMS, EMS",,"Grayscale graphics, 4 shades",,Class 8,105 x 48 x 22 mm (4.13 x 1.89 x 0.87 in),,,No,No,No,,,,Removable Li-Ion 700 mAh battery (BST-24),,,No
Image handling,32-bit Philips Nexperia PNX4000 156 MHz,,up to 400 h,,,"Vibration; Downloadable polyphonic ringtones, composer","Symbian 7.0, UIQ v2.0 UI",No,Yes,0.64 W/kg (head),,,No,,OrganizerHigh speed data transfersVoice dial,No,,Mini-SIM,VGA,158 g (5.57 oz),,,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,,"WAP 2.0/xHTML, iMode, HTML","208 x 320 pixels, 3:2 ratio (~132 ppi density)",up to 13 h,"Memory Stick, up to 12MB, 16 MB included",Yes,,"2002, September",,GSM,"12 MB available for images, contacts etc.",0.80 W/kg (head)     1.07 W/kg (body),Yes,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/snp800.gif,"2.9 inches, 40 x 62 mm, 24.8 cm2(~35.9% screen-to-body ratio)",Sony Ericsson P800,,,,"TFT resistive touchscreen, 4096 colors",,Class 8,117 x 59 x 27 mm (4.61 x 2.32 x 1.06 in),16MB,,No,No,No,,,No,Removable Li-Po 1000 mAh battery (BST-15),,,
